cyrillic,meaning
рег,крупный песок; гравий
рег,камешек
регак,камешек
регбиц,камешек
регзор,песчаное место
регич,"камешек, мелкие камешки; крупный песок"
резги,крошки; кусочки; мелкие частицы
резги,"дитя, крошка"
резинкā,резина; резиновая подошва
резӣнкā,резина; резиновая подошва
резӣнка,резина; резиновая подошва
резинкā,резинка (письменная принадлежность)
резӣнкā,резинка (письменная принадлежность)
резӣнка,резинка (письменная принадлежность)
рех̌и,"потертость, рана на спине (вьючных животных)"
рêз,гнездо; логово; нора
рêӡ,гнездо; логово; нора
рêвӡак,"ферула кокандская (неплодоносная, противоп. ров)"
рêфцак,"ферула кокандская (неплодоносная, противоп. ров)"
ревӡак,"ферула кокандская (неплодоносная, противоп. ров)"
рêхи,каменистость; скудость почвы
рêхи,каменистый участок
рêх̌,"небольшая ниша, углубление в стене дома для хранения мелкой посуды и вещей"
рох̌,"небольшая ниша, углубление в стене дома для хранения мелкой посуды и вещей"
рибӣδак,"след, отпечаток ног, лап, копыт и т. п."
рибуδеҷ,ваша зеленого гороха со стручками
рибудак,ваша зеленого гороха со стручками
рибудеҷ,ваша зеленого гороха со стручками
рибух̌ч,мелкий кизяк
рибух̌ч-нармā,мелкий кизяк
риwалӯцийа,революция
ривалӯцийа,революция
риwалӯцийанер,революционер
ривалӯцийанер,революционер
риванд,нут (род гороха)
ривандеӡ,участок для посева нута
ривāр,"солончак, соляные выпоты, солончаковая соль на поверхности земли, идущая на корм скоту"
ривāрдор,"почва, содержащая солончаковую соль"
ривāрзор,"место, изобилующее солончаковой солью"
ривизор,ревизор
ривӣз,ревизия
раwоҷ,"продвижение, успех, везение, удача; содействие"
риwоҷ,"продвижение, успех, везение, удача; содействие"
руwоҷ,"продвижение, успех, везение, удача; содействие"
риwоҷ,"арык, канава"
ридеҷ,житель селения Рид (в Бартанге)
ридêӡ,"луг, лужайка; травянистое место"
ризанен,дочь
ризӣн,дочь
ризӣнêрӡ,дочь
ризӣнен,дочь
ризанен,"дочка, доченька (при обращении старших к младшим)"
ризӣн,"дочка, доченька (при обращении старших к младшим)"
ризӣнêрӡ,"дочка, доченька (при обращении старших к младшим)"
ризӣнен,"дочка, доченька (при обращении старших к младшим)"
ризӣнак,"дочка, доченька, дочурка"
ризӣнбиц,"дочурка, доченька; дочка"
ризӣндори,"дочерний долг, дочерние обязанности"
ризӣнеӡ,падчерица
рикеби,небольшая деревянная миска
рикебийеҷ,"кусок дерева, доска для изготовления деревянных мисок"
рикоб,стремя
римайāн,"веление, наставление"
риму̊нт,ремонт
риойā,соблюдение
ройā,соблюдение
ристарāн,ресторан
рисқ,"пропитание, хлеб насущный"
рисқ,"удел, доля"
чақ-чақ-ат рифоқат,"дружеская беседа, дружеское общение"
рифч-видӣрм,вид полыни (Аrtemisia sp.)
рифч-видӣрм,веник
рих̌ен,рушанец; рушанка
рих̌енҷен,рушанец; рушанка
рих̌ен-биц,"сын (дочь) рушанца; рушанец, рушанка по происхождению"
рих̌ен-буц,"сын (дочь) рушанца; рушанец, рушанка по происхождению"
рих̌ен-дāрδ,болезнь суставов (ревматизм)
рих̌нойги,"свет, освещение"
рих̌нойи,"свет, освещение"
рух̌нойги,"свет, освещение"
рух̌нойи,"свет, освещение"
рих̌тā,"род, родословная; происхождение"
рих̌тин,старая снежная осыпь
рих̌чāмб,род клевера
риӡух̌,"сток воды, небольшой водопад"
рич,"травянистый склон, холмистая местность, покрытая травой"
ричин,безводный луг на склонах гор
риш,жидкие испражнения
ригу̊в,"водопад, каскад"
риғ̌у̊в,"водопад, каскад"
ригу̊вак,"небольшой водопад, каскад"
риғ̌у̊вак,"небольшой водопад, каскад"
риҷос,"наблюдатель; надзиратель; надсмотрщик, караульный"
риҷос,наблюдение; надзор
ризак,нары за очагом
рӣз,нары за очагом
рӣзак,нары за очагом
чирӣзак,нары за очагом
рӣзак-ситан,столб у нар за дверью
чирӣзак-ситан,столб у нар за дверью
рӣм,тополь белый (Рopulus alba); серебристый тополь
рӣмен,тополь белый (Рopulus alba); серебристый тополь
рӣмхел,тополь белый (Рopulus alba); серебристый тополь
рӣм-бун,"основание, корень тополя"
рӣм-буц,"саженцы тополя, топольки"
рӣм-гāл,верхушка тополя
рӣм-ғ̌у̊в,"сок, смола тополя"
рес,рейс
рӣс,рейс
рӣх̌т,снежный обвал; снежная лавина
рӣх̌т-ҷой,"место, где прошла снежная лавина; место, где лежала снежная лавина"
ро,"дорога, путь (преимущественно в заимств. и устойчивых сочетаниях)"
раот,"отрада, блаженство, удовольствие; отдых"
раҳот,"отрада, блаженство, удовольствие; отдых"
роат,"отрада, блаженство, удовольствие; отдых"
рот,"отрада, блаженство, удовольствие; отдых"
рāбар,руководитель
робар,руководитель
рāбар,вождь
робар,вождь
рāбари,руководство
робари,руководство
ров,ферула кокандская (Ferula cocanica; толстые стебли этого растения в голодные годы пекли в золе или отваривали в воде и употребляли в пищу)
рож,пульс
рож,название ряда населенных пунктов в Шугнане и Рушане
роз,"тайна, сердечная тайна"
ризоги,согласие; одобрение
розиги,согласие; одобрение
розӣги,согласие; одобрение
рост,"правда, истина"
рости,"правдивость, истинность; правда, истина"
рости,деревянный ковш как мерка сыпучих тел (около 3 кг зерна)
ростоw,назв. одного из ущелий в Баджуве
рот,рота
ровҷак,соска
рофчак,соска
рофчак,"обрыв, ущелье с водопадами и ручьями"
роштак-дарму̊н,пищевод
роштак-дармӯн,пищевод
рошт-бӣнҷ,сорт проса красного цвета
рошт-видӣрм,полынь метельчатая (Аrtemisia scoparia Waldst. et Kit.)
рошт-видӣрм,веник (из растения красного цвета для подметания ковров и т. п.)
рошт-wāн,вид ивы; верба
рошт-wāнак,вид ивы; верба
рошт-wāн,назв. местности в Баджуве: Рош(т)-wāнак
рошт-wāнак,назв. местности в Баджуве: Рош(т)-wāнак
роғ̌ӡ,колос
роғ̌ӡ-δӣвд,сбор колосьев
роғ̌ӡ-δу̊вӣҷ,"тот, кто подбирает колосья, сборщик колосьев"
рêwҷак,"стручок гороха, горох в оболочке"
роғ̌ҷак,"стручок гороха, горох в оболочке"
роштқалайеҷ,житель Рошткалы
роҷқалайеҷ,житель Рошткалы
рубак,назв. травы с тонкими стеблями
рубак,"пенка, пленка (на поверхности жидкости)"
рузгор,"необходимость, вынужденное обстоятельство, нужда"
румб-о-рац,"звукоподр. стуку, грохоту, топоту"
рум-рум,"топанье, топот, шум, грохот"
румб-румб,"топанье, топот, шум, грохот"
рут,"дерганье, вздергивание; обрывание; ощипывание"
рух,"рассвет, утренняя заря; утро"
рух,"светильник, свечка"
рух,"свет; (предикативно) светло, с освещением"
рух,ладья
рух-δêд,"рассвет, утренняя заря"
рухи,"свет, освещенное место"
рухсат,разрешение
рухӡоw,"огонек, горящие дрова (для освещения); лучина"
рухӡоwак,"огонек, горящие дрова (для освещения); лучина"
рӯ,"дух, душа"
рӯ,лицо
рӯй,лицо
рӯ,поверхность
рӯй,поверхность
рӯбаро,"наставление, поучение"
рӯбаро-барак,"наставления, поучение"
рӯбарогāр,"тот, кто поучает, наставник"
рӯбарогар,"тот, кто поучает, наставник"
рӯбӣнак,"платочек, которым накрывают лицо ребенка (подарок новорожденному от гостя, после чего тот может взглянуть на ребенка)"
рӯйбӣнак,"платочек, которым накрывают лицо ребенка (подарок новорожденному от гостя, после чего тот может взглянуть на ребенка)"
рӯвак,тряпка для вытирания муки вокруг жёрнова
рӯдā,кишка; кишки
рӯз,день
рӯз,трудодень; трудодни
рӯзадор,"тот, кто соблюдает пост"
рӯзадор,и. с. м. Рӯзадор
рӯзā,мусульманский пост
рӯзи,"хлеб насущный, пропитание"
рӯзи-мêнат,трудодень
рӯзну̊мā,повестка дня собрания
рӯз-х̌êйт,"объявление, оглашение трудодней"
рӯй,"одолжение; скидка, снисхождение"
рӯ-т хотир,уважение; авторитет
рӯй-ат хотир,уважение; авторитет
рӯ,сторона
рӯйā,сторона
рӯйбӣни,снисходительность
рӯгā,"ход, течение; путь"
рӯйгā,"ход, течение; путь"
рӯгā,"интерес, пристрастие, наклонность"
рӯйгā,"интерес, пристрастие, наклонность"
рӯйгил,"облицовочная глина, штукатурка (материал)"
рӯйгил,"облицовка, штукатурка (процесс, вид работ)"
рӯйихат,"список, перечень"
рӯйхат,"список, перечень"
рӯйкāх̌,"обивка, обтяжка"
рӯл,руль
рӯмак,"комок сливочного масла (обычно дают детям, когда собьют масло)"
рӯмбуц,"комок сливочного масла (обычно дают детям, когда собьют масло)"
ру̊мкā,рюмка
ру̊мка,рюмка
рӯмка,рюмка
рӯмҷӣц,небольшое хранилище для сливочного масла на летовье
ру̊н-хах̌ч,сдобные булочки; маленькие лепешечки из пресного теста
рӯн-хах̌ч,сдобные булочки; маленькие лепешечки из пресного теста
рӯобā,бродяга; скиталец
рӯпийā,рупия (монета)
рӯси,русский (язык)
рӯси-гул,календула (Сalendula sp.)
рошт,"имя собств. муж. или его компонент, напр. Рӯшт, Рӯштак"
рӯшт,"имя собств. муж. или его компонент, напр. Рӯшт, Рӯштак"
рӯшт-бих̌т,тутовое толокно невысокого качества
рӯшδумак,горихвостка
рӯштδумак,горихвостка
роштеӡ,краснота
рӯштеӡ,краснота
рошти,краснота
рӯшти,краснота
рӯш-йоғ̌ҷ,мука второго сорта
рӯшт-йоғ̌ҷ,мука второго сорта
рӯған,масло; жир
рӯғанду̊н,"сосуд для масла, масленка"
рӯған-х̌арво,мучной кисель с маслом
рӯған-ҷӣц,место для хранения сливочного масла на летовье
ру̊биӡ,"сгребание, сметание; чистка (снега)"
ру̊бӣҷ,"тот, кто счищает снег, подметальщик"
ру̊з,"окно в крыше, потолочное отверстие"
ру̊ӡ,"окно в крыше, потолочное отверстие"
ру̊з,"крышка для окна в крыше, ставень"
ру̊ӡ,"крышка для окна в крыше, ставень"
ру̊з-дāхт,крышка для окна в крыше
ру̊з-δорг,жердь у крышки для окна в крыше
ру̊ӡ-δорг,жердь у крышки для окна в крыше
ру̊й,"материя с лицевой стороны, верх"
ру̊й,"лезвие, острый край (напр. ножа, топора)"
ру̊мāн,роман
ру̊мбаст,грохот; топот
ру̊пц,"лиса, лисица"
ру̊пцак,"лиса, лисица"
ру̊пц,"хитрец, лиса"
ру̊пцак,"хитрец, лиса"
ру̊пцак-аwлод,"те, что из хитрецов, хитрецы от роду"
ру̊пцак-биц,лисенок
ру̊пцак-буц,лисенок
ру̊пцак-δорг,специальная поперечная рейка для укрепления двери хлева
ру̊пцакгари,хитрость
ру̊пцаки,хитрость
ру̊пцак-сӣзд,дикая маслина (Eleagnus angustifolius)
ру̊пц-δумак,сидж (Eremurus sp.; идет на сено для мелкого рогатого скота и на приготовление клея)
ру̊пцрӣз,виноградовник (Аmpelopsis vitifolia; употр. как масличное при изготовлении массы для облепливания свечей-лучин)
ру̊пцрӣзак,виноградовник (Аmpelopsis vitifolia; употр. как масличное при изготовлении массы для облепливания свечей-лучин)
ру̊пцрӣзм,виноградовник (Аmpelopsis vitifolia; употр. как масличное при изготовлении массы для облепливания свечей-лучин)
ру̊пцрӣзмак,виноградовник (Аmpelopsis vitifolia; употр. как масличное при изготовлении массы для облепливания свечей-лучин)
ру̊ф,"ряд; стопка, горка, куча (о лепешках)"
сāти,здоровье
сāти,здоровье
саҳати,здоровье
сиати,здоровье
сиҳати,здоровье
сабаб,"причина, повод, мотив, основание"
сабāқ,урок (прям. и перен.)
сабêц,недозревший горох (в стручке)
сабêцак,недозревший горох (в стручке)
сабêӡ,недозревший горох (в стручке)
сабêӡак,недозревший горох (в стручке)
сабзаwот,"овощи, огородные культуры"
сабӡаwот,"овощи, огородные культуры"
савӡаwот,"овощи, огородные культуры"
сабзаwоткор,"огородник, овощевод"
сабӡаwоткор,"огородник, овощевод"
савӡаwоткор,"огородник, овощевод"
сабзаwоткори,"огородничество, овощеводство"
сабӡаwоткори,"огородничество, овощеводство"
савӡаwоткори,"огородничество, овощеводство"
сабӣл,"скиталец, бродяга, беспризорник"
сабрāн,"собрание, совещание"
сабр,"терпение, выдержка"
сабри,"терпение, выдержка"
сабр,пример; урок
сабри,пример; урок
сабри-чӣд,"терпение, выдержка"
сабукwазм,легковес
сабукwазн,легковес
сабукwазми,легковесность
сабукwазни,легковесность
сабукфикри,"легкомыслие, ветреность"
сабуфчāк,кожура; шелуха
сибуфчāк,кожура; шелуха
сабу̊ст,отруби
савӡазор,"зеленый луг, лужайка"
савӡах̌,"зеленый луг, лужайка"
савӡā,зелень; молодая трава; ранние всходы
сāвӡеӡ,"зеленое пятно, зелень"
савӡеӡ,"зеленое пятно, зелень"
сāвӡи,"зелень, зеленое место"
савӡи,"зелень, зеленое место"
савӡ-пари,Зеленая пари
саwдо,торговля
саwдо,"психическое заболевание, душевная болезнь; эпилепсия"
саwдогар,"торговец, купец"
саwдогари,"торговля, занятие торговлей"
саwдодор,"эпилептик, припадочный"
саwдо-кинӣҷ,продавец
саwдо-кунӣҷ,продавец
саwет,совет
саwийā,"уровень развития, степень знаний"
саwлат,"пышность, изобилие; торжество"
саwлат,"имя собств. муж. или его компонент, напр., Саwлат, Саwлатшо"
сāwод,"грамота; грамотность, знания"
саwод,"грамота; грамотность, знания"
соwод,"грамота; грамотность, знания"
сāwодноки,"грамотность, ученость"
саwодноки,"грамотность, ученость"
соwодноки,"грамотность, ученость"
саwол,вопрос
сиwол,вопрос
суwол,вопрос
саwол-δāδӣҷ,"тот, кто задает вопрос, спрашивает; экзаменатор"
сиwол-δāδӣҷ,"тот, кто задает вопрос, спрашивает; экзаменатор"
суwол-δāδӣҷ,"тот, кто задает вопрос, спрашивает; экзаменатор"
саwолкори,расспрашивание; допрос
сиwолкори,расспрашивание; допрос
суwолкори,расспрашивание; допрос
саwор,"верховой, всадник, ездок"
сиwор,"верховой, всадник, ездок"
суwор,"верховой, всадник, ездок"
саwораҷоw,"верховой, всадник, ездок"
сиwораҷоw,"верховой, всадник, ездок"
суwораҷоw,"верховой, всадник, ездок"
саwори,верховая езда
сиwори,верховая езда
суwори,верховая езда
саwоркор,"наездник, мастер верховой езды"
сиwоркор,"наездник, мастер верховой езды"
суwоркор,"наездник, мастер верховой езды"
саwор-чодар,накидка для всадника
сиwор-чодар,накидка для всадника
саwри,"саври (мера веса для масла, равная 3 кг)"
саwсадо,"слух; известие, весть"
саwсан,ирис
саwсан,имя собств. жен. Саwсан
саwғот,"подарок, привезенный из поездки"
саwғоти,"подарок, привезенный из поездки"
сумғоти,"подарок, привезенный из поездки"
саг,собака (в заимствованных сочетаниях)
сагwари,назв. травы
садāф-галāк,каменка (назв. воробья)
садаф-гāлак,каменка (назв. воробья)
садақа-δāδӣҷ,"дающий милостыню, подаяние"
садақа-зêзӣҷ,"принимающий милостыню, подаяние"
садақа-хāрӣҷ,"тот, кто живет милостыней, подаянием"
садақахур,"тот, кто живет милостыней, подаянием"
садақā,"милостыня, подаяние, пожертвование"
садāф,раковина; перламутр
садаф,раковина; перламутр
садāф,"имя собств. жен. Садаф, Садафак, Садāф, Садāфак"
садаф,"имя собств. жен. Садаф, Садафак, Садāф, Садāфак"
садбāрк,розовый куст
садбарг,розовый куст
садбарк,розовый куст
садбāрк,роза
садбарг,роза
садбарк,роза
садбāрк,"имя собств. жен. Садбāрк, Садбарк, Садбарг"
садбарг,"имя собств. жен. Садбāрк, Садбарк, Садбарг"
садбарк,"имя собств. жен. Садбāрк, Садбарк, Садбарг"
садwаленц,"назв. душистой травы, растущей среди хлебов"
садо,"голос, крик"
садо,"звук, шум, гомон; грохот"
садо-кинӣҷ,крикун
садопарδā,лад на грифе струнного музыкального инструмента
садопардā,лад на грифе струнного музыкального инструмента
садопарδā,голосовые связки
садопардā,голосовые связки
садос,позапрошлый год
садосен,позапрошлый год
садоқат,"преданность, верность"
садоқатманди,"преданность, верность"
садри,"глава, председатель"
садсалаги,столетие (годовщина)
садсолаги,столетие (годовщина)
сазо,воздаяние; награда; отместка (за зло)
сайд,"охота, ловля"
сайид,"сеид, пир (духовный сан)"
сайӣд,"сеид, пир (духовный сан)"
сайид,имя собств. муж. и жен. или их компонент
сайӣд,имя собств. муж. и жен. или их компонент
сайиӡодā,"сын сеида, из сеидов"
сайӣӡодā,"сын сеида, из сеидов"
сайӣфā,страница
сайли,"прогулка, гуляние"
сайлигāр,"любитель прогулок, любитель погулять"
сайлигар,"любитель прогулок, любитель погулять"
сайод,"охотник, ловец"
сакарот,"потеря сознания, обморок"
салаwот,молитва; хвала (богу)
салаwā,"заглавие, заголовок"
салаwҳā,"заглавие, заголовок"
сарлаwā,"заглавие, заголовок"
сарлаwҳā,"заглавие, заголовок"
салдат,солдат
салдати,"солдатская служба, служба в армии"
салйӯт,салют
салӯт,салют
сала-вӣндӣҷ,мастер повязывать чалму
салла-вӣндӣҷ,мастер повязывать чалму
сала-вӣст,повязывание чалмы
салла-вӣст,повязывание чалмы
салā,чалма
саллā,чалма
салмā,петля (на виселице)
сало,"беседа, совещание"
сало,"призыв, приглашение"
салу̊м,"приветствие, привет"
салу̊мат,"имя собств. муж. или его компонент, напр., Салу̊мат, Салу̊матшо, Шосалу̊мат"
салу̊мати,"здоровье, благополучие"
салу̊мну̊мā,письменное приветствие
салу̊н,"ступенька, лестничная ступенька"
салу̊нак,"ступенька, лестничная ступенька"
салу̊ндак,"ступенька, лестничная ступенька"
садқӣни,"прохлада, свежесть"
самалот,самолет
самар,плод
самāр,"хулиган, недисциплинированный"
самāри,хулиганство
самбӯсā,"самбуса, испеченный на стене очага пирожок с мясом"
самос,угар
санам,красавица
санам,"имя собств. жен. или его компонент, напр., Санам, Санамгул"
санаф,прозвище дарморахтцев
санафу̊н,прозвище дарморахтцев
санг,камень (только в заимствованных сочетаниях)
санг,"санг (единица измерения веса сыпучих тел, напр. соли, зерна, равная 3 кг)"
санбақ,черепаха
санбақā,черепаха
санбаққā,черепаха
сангбақ,черепаха
сангбақā,черепаха
сангбаққā,черепаха
сангилā,"навоз или кизяк с глиной, малопригодный для топлива"
сангилāр,"навоз или кизяк с глиной, малопригодный для топлива"
сāнгилеҷ,"сланец, мягкий поделочный камень"
сангилеҷ,"сланец, мягкий поделочный камень"
силеҷ,"сланец, мягкий поделочный камень"
сангилови,выдра
сангилови-бу̊ст,шкурка выдры
сангов,каменистый берег; отмель; пересохшее русло реки
сангпāр,"выступы, камни в речке (до которым переправляют мелкий скот)"
санд,"внебрачный ребенок, незаконнорожденный"
сандаки,внебрачный ребенок
сандал,рывок зубами
сандали,сиденье над жаровней
сандāл,"опорки, потрепанная, изорванная обувь, старая обувь"
синдāл,"опорки, потрепанная, изорванная обувь, старая обувь"
синдӣл,"опорки, потрепанная, изорванная обувь, старая обувь"
сандāл-дӯз,"шило, сапожная игла"
сандāл-дӯз,сапожник
сандāл-кāнд,опорки от местной обуви (пêх); изорванная обувь
сандӣл-кāнд,опорки от местной обуви (пêх); изорванная обувь
синдāл-кāнд,опорки от местной обуви (пêх); изорванная обувь
синдӣл-кāнд,опорки от местной обуви (пêх); изорванная обувь
сандāл-хêзд,починка старых пехов (местных сапог)
сандāл-х̌êзӣҷ,"тот, кто чинит старые пехи"
сандā,ржание
сандāн,ржание
сундāн,ржание
санд-вêр,мать внебрачного ребенка
санд-вор,мать внебрачного ребенка
сандӯқ,"ящик, сундук"
сангку̊в,мозоль на ступне
сангкӯв,мозоль на ступне
санку̊в,мозоль на ступне
санкӯв,мозоль на ступне
саноат,промышленность
саноҳат,промышленность
сантиметир,сантиметр
санат,искусство
санҳат,искусство
санатдӯст,любитель искусства
санҳатдӯст,любитель искусства
санаткор,"мастер (в области искусства), работник искусства"
санҳаткор,"мастер (в области искусства), работник искусства"
санатшанос,искусствовед
санатшинос,искусствовед
санҳатшанос,искусствовед
санҳатшинос,искусствовед
санатшаноси,искусствоведение
санатшиноси,искусствоведение
санҳатшаноси,искусствоведение
санҳатшиноси,искусствоведение
санҷак,детская игра в камушки
санҷакбози,детская игра в камушки
санҷих̌,проверка
сар,голова (чаще в заимствованных сочетаниях)
сар,"начало, край, конец"
сар,голова (при счете скота)
сар,"глава, вожак, руководитель"
сарагранум,главный агроном
сарад,граница; окраина
сарҳад,граница; окраина
сарад,"суровая, холодная местность, высокогорный край (противоп. *пойтахт*)"
сарҳад,"суровая, холодная местность, высокогорный край (противоп. *пойтахт*)"
сарад-вираwӣҷ,нарушитель границы
сарад-вирағ̌ӣҷ,нарушитель границы
сарҳад-вираwӣҷ,нарушитель границы
сарҳал-вирағ̌ӣҷ,нарушитель границы
сарад-вирих̌т,нарушение границы
сарҳад-вирих̌т,нарушение границы
саради,"житель суровой и отдаленной местности, горец"
сарҳади,"житель суровой и отдаленной местности, горец"
саради,деревенщина (противоп. *пойтахти*)
сарҳади,деревенщина (противоп. *пойтахти*)
сарак,"верхушка, макушка, острый конец (противоп. *порнак*, *пӯнак*)"
сарату̊н,"саратон (название четвертого месяца солнечного года, соответствующего 24 июня – 24 июля)"
сарбаланд,"имя собств. муж. *Сарбаланд*, *Сарбиланд*"
сарбиланд,"имя собств. муж. *Сарбаланд*, *Сарбиланд*"
сарбаланди,"авторитетность, важность"
сарбиланди,"авторитетность, важность"
сарбандак,повязка на голову невесты
сарбарду̊н,"пир, пиршество в честь родителей новобрачных"
сарбāнд,"веревка, завязка"
сарбāндак,"веревка, завязка"
сарбемори,головная боль; простуда
сарбори,"груз, ноша поверх основного груза"
сарбугāлтир,главный бухгалтер
сарбух̌гāлтир,главный бухгалтер
сарбухгāлтир,главный бухгалтер
сарw,кипарис
сарwазӣр,"главный везир, премьер-министр"
сарwар,"глава, руководитель"
сарwар,"имя собств. муж. или его компонент, напр., *Сарwар*, *Сарwаршо*"
сарwари,"главенство, руководство"
сарwат,богатство
сар-газак,"нагноение, воспаление"
сард-газак,"нагноение, воспаление"
саргарδу̊ни,"суета, хлопоты, беспокойство"
саргā,"исток, начало"
саргин,навоз вьючных животных
саргузашт,"происшествие, приключение, случай"
сардасти,"посох, палка"
сарди,холод
сарди,озноб; предрасположенность к ознобу; зябкость
сардил,"грудь, грудная клетка"
сардил,желудок
сардил-дāрδ,гастрит
садобā,подземное водохранилище
сардовā,подземное водохранилище
сардор,"глава, руководитель, хозяин"
сардори,"главенство, руководство, командование"
сарзамӣн,"местность, территория"
сарзанах̌,"упрек, укор"
сарзаних̌,"упрек, укор"
саринҷинер,главный инженер
сарйинҷинер,главный инженер
сарйоғ,масло для ширчая (чая с молоком)
сарйоғеҷ,масло для ширчая (чая с молоком)
сар-карδā,"начальник, вожак, зачинщик"
сарках̌и,"упрямство, непослушание"
саркаши,"упрямство, непослушание"
саркор,"создатель, господь (титул бога)"
саркор,имя собств. муж. *Саркор*
саркори,религиозная подать
саркори,имя собств. муж. *Саркори*
сарлах̌кар,полководец
сарлашкар,полководец
сарлих̌кар,полководец
сармасти,упоение; опьянение; наваждение
сармо,"мороз, стужа, холод"
сармойадор,"богач, капиталист"
сармойадори,капитализм
сармойā,"богатство, имущество"
сармуарир,главный редактор
сармуаррир,главный редактор
сармуҳарир,главный редактор
сармуҳаррир,главный редактор
сарнаwих̌т,"судьба, рок, предопределение"
сарниwих̌т,"судьба, рок, предопределение"
сарнагӯн-чӣд,опрокидывание; свержение
сарнигӯн-чӣд,опрокидывание; свержение
сарних̌еби,"покатость, склон"
сарнишеби,"покатость, склон"
саро,"палаты, дворец; постоялый двор, караван-сарай"
сарой,"палаты, дворец; постоялый двор, караван-сарай"
саройад,"выгода, польза"
саройбу̊н,"смотритель караван-сарая, хозяин караван-сарая"
саройбу̊ни,"стража, караул караван-сарая"
сарпаррā,веревочный переплет на лопастях самопрялки
сарпаррā,лопасти мутовки
сар-пагал,"край (крыши), карниз"
сар-пигал,"край (крыши), карниз"
сарсухан,"вступительное слово, предисловие"
сарсу̊ни,беспокойство
сар-такйā,главные нары напротив очага
сар-та-по,"комплект платья, полный наряд"
сартарох̌,парикмахер
сартарош,парикмахер
сартирох̌,парикмахер
сартарох̌и,бритье головы
сартирох̌и,бритье головы
сартарох̌и,профессия парикмахера
сартирох̌и,профессия парикмахера
сартиқ,"сведения, известие, упоминание; след"
сартиқ-аθ,"сведения, известие, упоминание; след"
сарф,"расход, трата"
сарфарму̊ндê,главнокомандующий
сарфароз,имя собств. муж. *Сарфароз*
сар-қироби,вышивка краев воротника и рукавов
сарҷӣн,куча камней или дров
сарҷӣн-δāδӣҷ,"тот, кто собирает в кучу (дрова, камни)"
сасӣска,сосиска
сатиранҷ,назв. игры наподобие шахмат
ситранҷ,назв. игры наподобие шахмат
сатӣн,сатин
сатри,"строка, строчка"
сатри,"скромность, аккуратность"
сатӯли,кокетство
сатӯлигари,кокетство
сатӯри,кокетство
сау̊н,напильник
саҳу̊н,напильник
суҳу̊н,напильник
сӯ̊н,напильник
сафар,"путешествие, странствование"
сафар,"имя собств. муж. и жен. или его компонент, напр., м. *Сафар*; ж. *Сафāр*; м. *Сафармамад*, *Сафарали*, *Сафаралибек*, *Сафаршо*; ж. *Сафāрмо*, *Сафāрбегим*, *Сафāрхотӯн*"
сафебу̊н,"старик, старец"
сафедбу̊н,"старик, старец"
сафебу̊ни,старость (о мужчине)
сафегāли,"старость, преклонный возраст (женщины)"
сафедгāли,"старость, преклонный возраст (женщины)"
сафед-адам,"рассвет, раннее утро"
сафедак,сафедак (сорт пшеницы с белым мучнистым зерном)
сафедак,сафедак (сорт абрикосов с беловатой кожицей)
сафедак,сафедак (название вредителя гороха)
сафе-wāн,ива с белым стволом
сафед-wāн,ива с белым стволом
сафе-wох̌,"солома, мякина"
сафед-wох̌,"солома, мякина"
сафегāлак,назв. сорняка с белыми цветами
сафедгāлак,назв. сорняка с белыми цветами
сафе-δумак,белохвостый (о мелких птицах)
сафед-δумак,белохвостый (о мелких птицах)
сафедеӡ,белизна
сафеди,белизна
сафеди,белок
сафеди,седина
сафедкунак,"сорт глины, годной для побелки"
сафекунак,"сорт глины, годной для побелки"
сафе-сит,"белая глина (для побелки), известка, известь"
сафед-сит,"белая глина (для побелки), известка, известь"
сафеду̊нак,"сосуд, в котором держат тряпку и глину для побелки"
сафеу̊нак,"сосуд, в котором держат тряпку и глину для побелки"
сафе-цӯδм,полынь белого цвета
сафед-цӯδм,полынь белого цвета
сафе-ҷӯшч,белый ячмень (сорт ячменя)
сафед-ҷӯшч,белый ячмень (сорт ячменя)
сафе-ҷāw,с белым пятном; белый (о масти скота)
сафе-ҷағ̌,с белым пятном; белый (о масти скота)
сафе-ҷӯw,с белым пятном; белый (о масти скота)
сафе-ҷӯғ̌,с белым пятном; белый (о масти скота)
сафед-ҷāw,с белым пятном; белый (о масти скота)
сафед-ҷағ̌,с белым пятном; белый (о масти скота)
сафед-ҷӯw,с белым пятном; белый (о масти скота)
сафед-ҷӯғ̌,с белым пятном; белый (о масти скота)
сафӣл,"забор, стена, ограда"
сафӣр,"посол, посланник"
сафо,спокойствие; беззаботность
сафоратху̊нā,посольство
сафорā,"залежь, незасеянный участок земли (противоп. *сêпц*)"
сафро,"рвота, тошнота"
сафсатā,"пустословие, болтовня"
сахиги,"щедрость, великодушие"
сахо,"щедрость, великодушие"
сахраги,"упрямство, упорство"
сахрайи,"упрямство, упорство"
сахрā,"упрямец, упрямый человек"
сахгӣри,"строгость, суровость"
сахтгӣри,"строгость, суровость"
сахти,"трудность, трудности"
сағӣраги,сиротство
сағӣри,сиротство
сағӣра-ху̊нā,"детский дом, детдом"
сағӣр,сирота
сағӣрā,сирота
сағӣр-гулак,цветок одуванчика
сағри,"зад, круп лошади, осла, вола"
сақаw,"кашель, бронхит"
сақа-бêх̌т,игра в битки
саққа-бêх̌т,игра в битки
сақа-бозӣҷ,играющий в битки
саққа-бозӣҷ,играющий в битки
сақа-жӣр,плоский камень для игры в биток
саққа-жӣр,плоский камень для игры в биток
сақā,"биток, битка"
