cyrillic,meaning
баракат-йофтā,"удачливый; такой, которому сопутствует успех"
бар-алло,"известный, общеизвестный"
бараот,обеспеченный
бараот,"удобный, приятный"
бараҳот,обеспеченный
бараҳот,"удобный, приятный"
барwахт,ранний; своевременный
барwақт,ранний; своевременный
барwêзи,барвазский
бар-дам,"здоровый, бодрый"
бар-диру̊ғ,"лживый, ложный"
бар-дирӯғ,"лживый, ложный"
бар-дуру̊ғ,"лживый, ложный"
бар-дурӯғ,"лживый, ложный"
барзӣнак,запутанный
барзӣнак,"обкрученный, закрученный; спутанный"
ба-раwоҷ,"допустимый, подходящий"
ба-риwоҷ,"допустимый, подходящий"
баробар,"равный, одинаковый"
баробар,"ровный, прямолинейный (противоп. пāс-пати)"
хилwат,"глухой, отдаленный, уединенный, пустынный, безлюдный"
хилеwак,"подтаявший, полужидкий"
хилесанд,"нежирный, худой"
хилеси,"нежирный, худой"
химҷамийу̊н,с тонкой гибкой талией (о женщине)
ханêх̌,"белоголовый, с белым пятном, со звездочкой (о рогатом скоте)"
ханêх̌,бесстыжий; нахальный
хинêх̌,"белоголовый, с белым пятном, со звездочкой (о рогатом скоте)"
хинêх̌,бесстыжий; нахальный
ханāх̌,"белоголовый, с белым пятном, со звездочкой (о рогатом скоте)"
ханāх̌,бесстыжий; нахальный
хинāх̌,"белоголовый, с белым пятном, со звездочкой (о рогатом скоте)"
хинāх̌,бесстыжий; нахальный
хинӯрдор,"приятный, симпатичный"
хинӯрдор,"стыдливый, застенчивый; совестливый"
хирадманд,"разумный, благоразумный; умный, мудрый"
хирҷӣндор,"с переметной сумой, имеющий переметную суму"
хурҷиндор,"с переметной сумой, имеющий переметную суму"
хисменӡак,"помолвленная, сговоренная"
хисминенӡак,"помолвленная, сговоренная"
хист,"влажный, мокрый, сырой"
хист,свежий
хистинӣҷ,"мокрый; сырой, влажный"
хистиҷин,"мокрый; сырой, влажный"
хист-но-сāwӣн,"непромокаемый, водоотталкивающий"
хисурдор,"имеющий тестя, свекра"
хитойи,китайский
хих̌тин,кирпичный
рих̌у̊бин,кизяковый
хих̌у̊бин,кизяковый
хих̌ц-пиӡӣҷ,изготовляющий халву
хишāн,крикливый (о сороке)
хӣмийаwи,химический
хӣмики,химический
х̌āкдор,"сырой, влажный"
х̌āкин,"сырой, влажный"
х̌āри,"городской, неместный, нездешний"
барости,"правильный, верный; честный"
бартанги,бартангский
бар-тêпчак,"закрученный, запутанный (прям, и перен.)"
х̌един,каменный; сложенный из плоских камней
х̌ибӯрҷин,черствый
ба-самар,"зрелый, созревший; достигший расцвета"
ба-салêқā,"способный, толковый"
ба-силêқā,"способный, толковый"
ба-сому̊н,спокойный
ба-тартӣб,"аккуратный, дисциплинированный"
ба-тиғйу̊н,рослый; быстро растущий (напр. растение)
ба-туғйу̊н,рослый; быстро растущий (напр. растение)
ба-фāм,"рассудительный, толковый"
ба-фāнд,хитрый
ба-фиреб,"хитрый, неискренний"
ба-фирих̌тā,спокойный; смирный
бахил,"скупой, жадный"
бахмалин,бархатный
бахтдор,"счастливый, удачливый"
бачагу̊на,детский
бачадор,имеющий детей
башāнд,"красивый, прекрасный"
башāнд,"хороший, добрый"
башāнд,хороший; доброкачественный
башшāнд,"красивый, прекрасный"
башшāнд,"хороший, добрый"
башшāнд,хороший; доброкачественный
бағӣт,завистливый; зловредный; ехидный
ба-ҷафо,"недоедающий, живущий впроголодь"
х̌ила-ғêв,большеротый
х̌илла-ғêв,большеротый
х̌ипалāнак,слюдяной
х̌ипāw,простодушный; бестолковый
х̌ипêх,"грубый, резкий"
х̌ипêх,"естественный (по цвету), неокрашенный, бесцветный"
х̌ипêх,"откровенный, чистосердечный"
х̌ипêх-гӯй,"откровенный, открытый, говорящий прямо в лицо; несдержанный на слова"
х̌ипух,яркий
х̌ипах,яркий
х̌иδм,"гладкий, лощеный"
х̌ирм,"гладкий, лощеный"
х̌ирн,"гладкий, лощеный"
кирх̌,скользкий
х̌ирф,скользкий
х̌и́рф-аθ,"чистый, без примесей, отборный (о зерновых культурах)"
х̌и́рф-аθ,"чистый, совершенный"
х̌ирф,"чистый, без примесей, отборный (о зерновых культурах)"
х̌ирф,"чистый, совершенный"
кирх̌ичак,скользкий
х̌ирфичак,скользкий
х̌итовиндāҷ,"торопливый, поспешный"
х̌итовкор,"торопливый, поспешный"
х̌итуманд,заячий
х̌итуранд,верблюжий
х̌ицӣтин,"смородинный, смородиновый, из смородины"
х̌ицӣцин,"смородинный, смородиновый, из смородины"
х̌ичӣфанд,сурковый
х̌иқап,"совсем, абсолютно (слепой)"
х̌ӣн,"серый; синевато-серый, серовато-голубой; голубой"
х̌ӣнрāнг,"голубоватый, с голубизной"
х̌ӣнрāнг,зеленоватый
х̌ӣнрāнг,сероватый
х̌ӣнӡем,"голубоглазый, сероглазый"
х̌ӣрӡ,"без чего-л., лишенный чего-л."
х̌ӣрӡ,"голый; обнаженный, раздетый"
х̌ӣрӡ,"чистый, без примеси"
х̌ӣрӡак,"без чего-л., лишенный чего-л."
х̌ӣрӡак,"голый; обнаженный, раздетый"
х̌ӣрӡак,"чистый, без примеси"
х̌ӣрӡакуло,"совсем голый, обнаженный, в чем мать родила"
х̌ойенцак,"отвратительный, противный, постылый (противоп. *малғенцак*)"
х̌ойенӡак,"отвратительный, противный, постылый (противоп. *малғенцак*)"
х̌ойин,"каменистый, с камнями"
х̌орчи,местной породы (о мелком рогатом скоте)
х̌оҷаҷин,"трусливый, робкий; боязливый"
х̌оҷаҷӣнц,"трусливый, робкий; боязливый"
х̌оҷиҷин,"трусливый, робкий; боязливый"
θух̌,"легкий, слабый, немощный"
х̌ух̌,"легкий, слабый, немощный"
х̌ух̌-кāнд,"слабый, маломощный"
х̌ух̌-рāнг,"слабый, мягкий, податливый"
х̌уц,жидкий
х̌уц,незрелый
х̌ӯвдин,молочный
х̌ӯӡин,ветреный (о погоде)
х̌ӯӡдор,"ветреный, с ветром"
х̌у̊нчи,"нарядный, разодетый (как жених)"
олӯдā,"выпачканный, грязный"
цавор-мêсту̊нҷ,четырехмесячный
цавор-мêстӣнҷ,четырехмесячный
цавор-салā,четырехлетний
цавор-солā,четырехлетний
цавор-ӡем,"кокетливый, бесстыжий; высокомерный, заносчивый"
ца-wахтинҷ,"давний, давнишний"
ца-wахтну̊нҷ,"давний, давнишний"
ца-wахтнӣнҷ,"давний, давнишний"
ца-wахту̊нҷ,"давний, давнишний"
ца-wахтӣнҷ,"давний, давнишний"
целдор,"с платком, в платке, в косынке"
цемдор,"грамотный, способный читать"
цемдор,зрячий (противоп. *ку̊р*)
цемин,глазастый
цемфêлак,"кокетливая, жеманная; кокетка"
цемфêртак,"кокетливая, жеманная; кокетка"
цем-қāт,"(противоп. *цем-сер*) жадный, ненасытный, алчный"
цем-қāт,нахальный
цавӣнц,"зловредный, вредный, ядовитый"
цивӣнц,"зловредный, вредный, ядовитый"
цавӣнцен,"зловредный, вредный, ядовитый"
цавӣнцхел,"зловредный, вредный, ядовитый"
цивӣнцен,"зловредный, вредный, ядовитый"
цивӣнцхел,"зловредный, вредный, ядовитый"
ɣ̌ач,"мокрый, сырой"
цилуқ-гӣл,"высокомерный, надменный; ветреный, кокетливый"
цилуқ-гāл,"высокомерный, надменный; ветреный, кокетливый"
цилуқ-хох̌,с прямыми рогами
цилақ-хох̌,с прямыми рогами
цилуқ-гу̊w,"с торчащими ушами; с оттопыренными ушами, лопоухий"
цилуқ-ғу̊ɣ̌,"с торчащими ушами; с оттопыренными ушами, лопоухий"
цилақ-ғу̊w,"с торчащими ушами; с оттопыренными ушами, лопоухий"
цилақ-ғу̊w,"с торчащими ушами; с оттопыренными ушами, лопоухий"
цинāх̌ц,"невзрачный, неприметный"
цинāх̌ц,"худощавый, худой, тощий"
цинāх̌цак,"невзрачный, неприметный"
цинāх̌цак,"худощавый, худой, тощий"
падарwор,отеческий
падах̌аб,"тупой, тупоумный"
цихрêw,"высокий, долговязый"
х̌āби,ночной
х̌āр,городской
х̌āрен,городской
х̌āро,городской
х̌āрҳо,городской
цих̌,"растрепанный, взъерошенный, лохматый, косматый, торчащий во все стороны; ощетинившийся"
цих̌,"хмурый, угрюмый, сердитый"
цух̌,"растрепанный, взъерошенный, лохматый, косматый, торчащий во все стороны; ощетинившийся"
цух̌,"хмурый, угрюмый, сердитый"
цих̌-бирӯт,"страшный, наводящий ужас; угрюмый"
цих̌-бирӯт,"усатый, с большими усами"
цих̌дӣдор,"угрюмый, сердитый, хмурый; суровый"
цӣwдор,"с волосами, волосатый"
цӣwин,"с волосами, волосатый; в волосах"
цӣгу̊нҷ,"от отелившейся коровы, от оягнившейся овцы (козы)"
цӣгӣнҷ,"от отелившейся коровы, от оягнившейся овцы (козы)"
падвазā,"бугристый, неровный"
падвазā,"выпуклый, выдающийся вперед бугром"
падвазā,"запутанный (о деле), без начала и конца"
цӣнин,"тальниковый, ивовый, из тальника"
цӣнцилу̊қ,"нетерпеливый, беспокойный"
цӣнцилақ,"нетерпеливый, беспокойный"
цӣw-цӣwак,"изодранный, разорванный, рваный, искромсанный"
цӣг,"новорожденный, маленький (о животных)"
падер,"ожидающий, поджидающий; надеющийся"
падрêхтā,"скудный, неплодородный (о почве)"
падфар,"проклятый, негодный"
падфар,страшный; грязный; скверный
патфар,"проклятый, негодный"
патфар,страшный; грязный; скверный
пидфар,"проклятый, негодный"
пидфар,страшный; грязный; скверный
питфар,"проклятый, негодный"
питфар,страшный; грязный; скверный
пайwастā,"связанный (с чем-л.), примыкающий (к чему-л.)"
пайсадор,"денежный, с деньгами"
паканā,"тощий, худой; низкорослый, приземистый"
пакар,"хмельной, нетрезвый; ошалелый, одурелый; обалдевший, очумевший"
паластӣнкадор,с пластинкой; с проигрывателем
палатно,полотняный
палāшдор,"имеющий плащ; одетый в плащ, в плаще"
палӣд,"поганый, опоганенный, оскверненный"
палӣт,"поганый, опоганенный, оскверненный"
пилцох̌,"прилипчивый, навязчивый; нахальный"
пилцох̌,"старый, рваный, истрепавшийся"
пилцох̌ак,"прилипчивый, навязчивый; нахальный"
пилцох̌ак,"старый, рваный, истрепавшийся"
пилӡêғак,"очень тонкий, нежный (о ткани)"
пину̊н,"тайный, скрытый"
пинҳу̊н,"тайный, скрытый"
пирêхч,"худой, тощий"
пирêхчак,"худой, тощий"
пирех̌чак,"рассыпанный, засыпанный"
пирендӣҷ,"кусающийся, злой; хищный"
парамой,прямой
пирамой,прямой
балочин,"тростниковый, камышовый"
палочин,"тростниковый, камышовый"
пал-пал,"блестящий, с блеском, сверкающий"
пал-палāк,"тонкий-претонкий, тончайший"
пал-парāк,"тонкий-претонкий, тончайший"
палпӯтā,"низенький, низкорослый, приземистый"
палпӯтā,"расхлябанный; неопрятный, неряшливый"
палпӯтак,"низенький, низкорослый, приземистый"
палпӯтак,"расхлябанный; неопрятный, неряшливый"
парпӯтак,"низенький, низкорослый, приземистый"
парпӯтак,"расхлябанный; неопрятный, неряшливый"
палтойдор,имеющий пальто; (одетый) в пальто
палхӯтā,"нескладный; несобранный, расхлябанный, неопрятный"
памидорин,"с помидором, с помидорами"
пано,"скрытый, не видный; тайный"
панҷару̊х̌,"пятнистый, в пятнах; с пятном (пятнами) на голове (о крупном рогатом скоте)"
папу̊,"чистый, хороший (противоп. ких, тих)"
папу̊йик,чистенький
парайшу̊н,"рассеянный; растерянный, расстроенный"
парешу̊н,"рассеянный; растерянный, расстроенный"
пирайшу̊н,"рассеянный; растерянный, расстроенный"
пирешу̊н,"рассеянный; растерянный, расстроенный"
парапӯт,"перепутанный, запутанный, растерявшийся"
паропӯт,"перепутанный, запутанный, растерявшийся"
парāн-пāрк,легкий
парwӣн,покрытый; обернутый
парwос,"прошлогодний, прошлого года"
пирwос,"прошлогодний, прошлого года"
парwосинҷ,прошлогодний
парwосӣнҷ,прошлогодний
пирwоснӣнҷ,прошлогодний
пирwосӣнҷ,прошлогодний
парδадор,"скромный, сдержанный; порядочный"
парδадор,имеющий занавеску; с оболочкой
парδêwак,дразнящий
парδêwак,позорный; отвратительный; достойный укора
парру̊н,"взрослый, самостоятельный"
парру̊н,летучий; летающий
пару̊н,"взрослый, самостоятельный"
пару̊н,летучий; летающий
парсол,"большой, громадный; рослый"
пархатā,"растерянный, суматошный"
пар-ах̌ӣбну̊нҷ,трехдневной давности
пар-ах̌ӣбнӣнҷ,трехдневной давности
пар-ах̌ӣбӣнҷ,трехдневной давности
пар-х̌ӣбӣнҷ,трехдневной давности
парчāмдор,"с локонами, кудрявая (о женщине)"
парчāмин,"кудрявая, в кудряшках, с локонами"
паризод,рожденная от пери; из рода пери (в сказках)
пасгард,"плохо растущий, медленно развивающийся"
пастев,"вторая часть географических названий со значением ""нижний"""
пах-δоδҷ,"съежившийся, скрючившийся; скрывающийся, прячущийся"
пах-δоδҷ,"тихий, спокойный"
пах-δÊц,"съежившийся, скрючившийся; скрывающийся, прячущийся"
пах-δÊц,"тихий, спокойный"
пахтадор,"ватный, на вате; на ватине"
пахтайин,"хлопковый, из хлопка; хлопчатобумажный"
пах̌мдор,"ворсистый, пушистый; с ворсом"
пах̌мин,"ворсистый, пушистый"
пāлч,"большегубый, с толстыми губами"
пāлч-ғу̊w,"ушастый, с большими ушами"
пāлч-ғу̊ɣ̌,"ушастый, с большими ушами"
пāм,низкий (о голосе)
пāм,"широкий, просторный"
пāмадāхт,широкоплечий
пāм-арқā,"широкоплечий, широкий в плечах"
пāмбāр,"большой ширины, широкий (о ткани)"
пāм-нêӡ,широконосый
пāм-пāрк,широколистный
пā́м-пā́м,"широкий-широкий, преширокий"
пāрдор,"крылатый, с крыльями; пернатый"
пāркдор,с листьями
пāст,"низкий, невысокий (в разн. знач.)"
паст,"низкий, невысокий (в разн. знач.)"
пāс-пати,крутой
пāст-пати,крутой
бāδ,бодливый; непослушный
бāδ,"зловредный, ехидный"
бāч-кāчдор,"семейный, имеющий семью"
беабри,безоблачный
беаwоз,"беззвучный, бесшумный; безголосый"
беāд,"безграничный, беспредельный, бесконечный, бескрайний"
беад,"безграничный, беспредельный, бесконечный, бескрайний"
беадаб,"невежливый, невоспитанный; грубый"
беадад,бесчисленный
беадолат,несправедливый
беайб,"безгрешный, невинный; непорочный; невиновный"
беамдод,беззащитный; беспомощный
беимдод,беззащитный; беспомощный
беāмийат,несущественный; неполноценный
беамийат,несущественный; неполноценный
бе-ангих̌т,"беспалый, без пальца"
бе-ингах̌т,"беспалый, без пальца"
бе-андех̌ā,"необдуманный, недальновидный"
беандозā,"безмерный, безграничный, беспредельный"
беаслиā,"безоружный, невооруженный"
беаслийā,"безоружный, невооруженный"
беасос,необоснованный; неосновательный
беатйот,"неосторожный, неосмотрительный"
беетйот,"неосторожный, неосмотрительный"
бетйот,"неосторожный, неосмотрительный"
беāтибор,не заслуживающий доверия; неавторитетный
бебāрā,"не дающий плодов, бесплодный"
бебирӯт,"безусый, без усов"
бебун,"не имеющий донышка, без дна (о посуде)"
бебун,не имеющий корня
бе-бу̊н,безбородый
бе-виноw,"подвижный, проворный; активный, усердный, старательный"
беwафо,"неверный, непостоянный"
беwахт,несвоевременный; запоздалый
бе-wийêш,без корня
беwилич,"нетерпеливый, невыдержанный, беспокойный"
бе-wилоғ,пеший; не имеющий вьючных животных
бе-wихин,"бескровный, не имеющий крови"
бе-wихин,"бесстрашный, смелый"
беwаҷду̊н,бессовестный; недобросовестный
беwиҷду̊н,бессовестный; недобросовестный
беwоситā,непосредственный
бе-wох̌,"бедный травами, не имеющий травы"
беwудā,"бесполезный, напрасный"
беwуддā,"бесполезный, напрасный"
беудā,"бесполезный, напрасный"
бегизоф,безвредный; полезный
бегизоф,"здоровый, безболезненный"
бегузоф,безвредный; полезный
бегузоф,"здоровый, безболезненный"
бегиму̊н,несомненный; без сомнения
бегимӯн,несомненный; без сомнения
бегуму̊н,несомненный; без сомнения
бегумӯн,несомненный; без сомнения
бедарак,"напрасный, бесполезный"
бедастā,"без ручки, без рукоятки"
бе-дод,"невоспитанный, дурно воспитанный"
бедор-хоб,полусонный
бедуқат,"беззаботный, легкомысленный"
бедуққат,"беззаботный, легкомысленный"
беду̊нā,"бессемянный, без зернышка, без ядрышка, пустой"
бе-δинду̊н,беззубый
беδуд,бездымный
беδуст,безрукий
безабу̊н,"бессловесный, не умеющий говорить"
безалал,"безвредный, безобидный"
безамӣн,безземельный
безāрā,несмелый; трусливый
безеб,некрасивый; невзрачный (противоп. ба-зеб)
безеб-рāнг,"плоховатый, плохонький; неприглядный, невзрачный"
безен,"непонятливый, тупой, бестолковый"
бе-зив,"бессловесный, не умеющий говорить; немой"
безийу̊н,безвредный
бе-зирйот,бездетный
беиллат,"безупречный, без недостатков; без изъянов"
беилм,"неграмотный, необразованный"
бейилм,"неграмотный, необразованный"
беилоҷ,безвыходный; безысходный
беимзо,анонимный; без подписи
беинсоф,бессовестный; несправедливый
беистедод,"неспособный, бездарный"
беибо,"смелый, дерзкий; бесцеремонный [противоп. ба-(й)-ибо]"
бейибо,"смелый, дерзкий; бесцеремонный [противоп. ба-(й)-ибо]"
бекаллā,безголовый; глупый
бекамар,без ремня
бекамар,"тощий, изнуренный (о лошади)"
бекамбӯд,безупречный; без недостатков; достойный
бекас,"одинокий, не имеющий родных и близких"
бекӣн,"незлопамятный, беззлобный"
бекор,"ненужный, бесполезный, непригодный"
бекор,"свободный, незанятый; находящийся не у дел"
бекорā,"бесполезный, ненужный; никчемный"
бекорā,"свободный (от дел), без дела, незанятый"
бекӯдак,бездетный
белазат,"безвкусный, невкусный"
белизат,"безвкусный, невкусный"
белиззат,"безвкусный, невкусный"
белайоқат,неспособный
белийоқат,неспособный
бемаwрид,несвоевременный
бемаwқе,неуместный
бемаданийат,некультурный
бемадор,"слабый, обессилевший"
бемазā,"безвкусный, невкусный"
бемазā,бесполезный; негодный
бемизā,"безвкусный, невкусный"
бемизā,бесполезный; негодный
бемазмӯн,бессодержательный; несодержательный
бемаку̊н,"бесприютный, бездомный"
бемаму̊нийат,беспрепятственный
бемасӯлийат,безответственный
бемақсад,"бесцельный, напрасный"
бемаал,несвоевременный; безвременный
бемаҳал,несвоевременный; безвременный
бемаҷол,"бессильный, немощный"
бемāйор,несвоевременный; безвременный
бемāнай,"бессмысленный, абсурдный, нелепый, вздорный"
бемāнай,"глупый, бестолковый"
бемāнӣ,"бессмысленный, абсурдный, нелепый, вздорный"
бемāнӣ,"глупый, бестолковый"
бемāно,бессмысленный; без значения
бе-мêр,"жестокий, безжалостный"
бе-мêр,"отталкивающий, неприятный, непривлекательный"
бемисл,бесподобный
бемисли,бесподобный
бемор,больной
бемузд,бесплатный
беманфийат,"бесполезный, напрасный"
бемунфат,"бесполезный, напрасный"
бенаwбат,внеочередной
бенубат,внеочередной
бенамак,"непривлекательный, неинтересный"
бенамак,"несоленый; малосоленый, недосоленный"
бенасли,бездетный; бесплодный
бенатӣҷā,безрезультатный
бенафас,"невезучий, неудачливый"
бенāф,невыгодный; бесполезный
бенико,"невенчанный, без венчания"
беномӯс,"бесчестный, позорный"
бенухтā,"не имеющий недоуздка, без недоуздка (о лошади, осле и т. п.)"
бенухтā,"необузданный, распущенный; безудержный (о человеке)"
бенӯр,"невидящий, незрячий"
бенӯр,некрасивый
бенӯр,"тусклый, темный; помутившийся, мутный; бледный"
бейобрӯй,"бессовестный, бесстыжий; беззастенчивый"
беоб,"бессовестный, бесстыжий; беззастенчивый"
беобрӯй,"бессовестный, бесстыжий; беззастенчивый"
беāдоб,"невежливый, неучтивый"
беодоб,"невежливый, неучтивый"
беодам,безлюдный
беол,"слабый, обессиленный, изнуренный"
беҳол,"слабый, обессиленный, изнуренный"
беор,бесстыдный; бесчестный
беосил,неурожайный
беохир,"бесконечный, бескрайний"
бепадар,"невоспитанный, распущенный; избалованный"
бепайсā,"безденежный, без (копейки) денег"
пеwанди,"привитый, окулированный"
пеwанди,"соединенный, связанный; из соединенных, скрепленных частей"
бепарwо,"беспечный, беззаботный; безразличный, равнодушный; спокойный"
бепарδā,беззастенчивый; бесстыжий
бе-пид,"без отца, лишенный отца, осиротевший"
бе-пид,"невоспитанный, дурно воспитанный"
бепилāн,бесплановый
бепоδ,безногий
бепох̌нā,без каблука
бепӯл,безденежный; неимущий
бепӯл,бесплатный; даровой
бепу̊ст,"без кожи; лущеный, очищенный (от кожицы)"
бепу̊стаθ,"без кожи; лущеный, очищенный (от кожицы)"
бераот,неудобный
бераҳот,неудобный
беруот,неудобный
беруҳот,неудобный
берӯй,"наглый, нахальный, дерзкий"
берӯй,смелый
бесабаб,беспричинный
бесабри,нетерпеливый
бесабӯр-гулак,"бесстыжий, бессовестный, наглый"
бесаwоб,"неудобный, неуклюжий; неуместный"
бесамар,бесплодный; безрезультатный
бесамар,"торопливый, поспешный"
бесатри,бесстыжая (о женщине)
бесāwод,неграмотный; безграмотный
бесоwод,неграмотный; безграмотный
бесоwот,неграмотный; безграмотный
бесāму̊н,беспорядочный; неуклюжий
бесому̊н,беспорядочный; неуклюжий
бесāр,"не имеющий конца, бесконечный"
бесāр,"своевольный, взбалмошный"
бесалêқā,"неспособный, бездарный"
бесилêқā,"неспособный, бездарный"
бесирих̌тā,не имеющий запасов; неэкономный
бесирих̌тā,недальновидный
бесāйиб,"без хозяина, не имеющий хозяина, беспризорный"
бесойиб,"без хозяина, не имеющий хозяина, беспризорный"
бесāйиби,"без хозяина; чужой; беспризорный; бездомный, бесприютный"
бесāйиби,проклятый
бесойиби,"без хозяина; чужой; беспризорный; бездомный, бесприютный"
бесойиби,проклятый
беталмоли,проклятый
бетамӣз,"безалаберный, неаккуратный; беспорядочный (о человеке)"
бетараф,нейтральный; воздерживающийся
бетарбийā,невоспитанный
бêтарӣн,"наилучший, самый лучший, лучше всех"
бетарӣн,"наилучший, самый лучший, лучше всех"
бетартӣб,"беспорядочный, неаккуратный; безалаберный, недисциплинированный"
беташwӣш,спокойный
бетажрибā,неопытный
бетаҷрибā,неопытный
бетāмул,необдуманный
бетааммул,необдуманный
бетаамул,необдуманный
бетāғӣр,неизменный
бетоли,несчастливый; неудачливый
бефарзанд,бездетный
бефаросат,несообразительный
бефиросат,несообразительный
бефикри,"незадумывающийся; легкомысленный, несерьезный"
бе-фирих̌тā,"бесцеремонный, наглый, нахальный, грубый, дерзкий; непослушный"
бефирқā,беспартийный
бефойдā,"бесполезный, безрезультатный, напрасный; невыгодный"
бехабар,неосведомленный
бехаwф,"безопасный, нестрашный"
бехатар,безопасный; беспрепятственный
бехато,безошибочный; точный
бехех̌,безродный; не имеющий родных и близких; одинокий
бехилӣw,"неожиданный, внезапный"
бехинӯр,"озорной, проказливый"
бе-хӯδм,бессонный; лишившийся сна
бе-хӯн,"бескровный; не имеющий крови, без крови"
бе-хӯн,"бесстрашный, отчаянный; храбрый"
бех̌арм,"бесстыдный, бесстыжий; наглый, нахальный"
бе-х̌ац,безводный
бе-х̌оҷ,"бесстрашный, отважный; отчаянный"
бе-чор,"незамужняя, не замужем, без нужа, одинокая"
бечорā,"беспомощный, несчастный"
бечорā,"бесхитростный, простодушный"
бечорā,"неимущий, бедный"
бечорā,"несчастный, бедняга, бедняжка"
бешараф,недостойный; бесславный
бешумор,бесчисленный
бераwу̊н,"безвредный; спокойный, уравновешенный"
бе-ғалч,"без волнения, спокойный"
бе-ғалчаθ,"без волнения, спокойный"
беғам,"беззаботный, беспечный, беспечальный; спокойный"
беғараз,"беспристрастный, бескорыстный; объективный; незаинтересованный, нейтральный"
бе-гêв,"без рта, не имеющий рта"
бе-гêв,грубый; не сдержанный на язык
беғубор,"ясный, чистый, прозрачный; без пыли"
бе-ғулгāш,"беззаботный, беспечальный, равнодушный"
беғурбат,"мирный, спокойный"
беқисӯр,здоровый
беқонӯн,"незаконный, беззаконный"
беқуwwат,"бессильный, слабый"
беқуwат,"бессильный, слабый"
беҷад,"неправедный, неверующий; бесчестный, бессовестный"
беҷо,"неуместный, несоответствующий"
беҷой,"неуместный, несоответствующий"
беҷу̊н,"безжизненный, мертвый"
бêф,"здоровый, невредимый"
пету̊н,"разрушенный, разваленный"
петӯн,"разрушенный, разваленный"
петарā,"странный, чудной; глупый"
wинӣҷ,"хорошо видящий вдаль, зоркий"
wирох̌,с белой отметиной на лбу (о масти коз)
wирӯйайеҷ,"с той стороны, с того берега (реки); иноземный, иностранный (о человеке)"
wирӡин,"лохматый, косматый"
wистох,"своевольный, бесцеремонный; избалованный"
wисӯлгāр,"кокетливый, жеманный; капризный; упрямый"
wусӯлгар,"кокетливый, жеманный; капризный; упрямый"
wитāр,"усталый, изможденный"
wихинин,кровавый; окровавленный; в крови
wихин-ҷабал,"окровавленный, в крови"
wих̌тен,"лохматый, растрепанный (о волосах)"
wих̌тицин,сделанный из кустарника ирги
wих̌ух̌чак,"расчесанный, причёсанный"
wӣс,выпученный (о глазах)
wӣс,"лохматый, косматый"
wойманок,бешеный
wойманок,"страдающий эпилепсией, припадочный"
ойманок,бешеный
ойманок,"страдающий эпилепсией, припадочный"
wох̌ин,травяной; травянистый
wох̌-тāжӣҷ,"предназначенный для перевозки сена (травы, соломы)"
wох̌хор,травоядный
wоқиф,"осведомленный, знающий"
wоҷигӯнā,"всякий, разнообразный"
wоҷигӯнā,странный; непостоянный
wудабаро,"умелый, способный"
удабаро,"умелый, способный"
wируси,русский
wуруси,русский
рӯси,русский
рӯсси,русский
уруси,русский
wӯвд-мêсту̊нҷ,"семимесячный, семи месяцев"
wӯвд-мêстӣнҷ,"семимесячный, семи месяцев"
wӯвд-салā,семилетний
wӯвд-солā,семилетний
пех̌,"прежний, былой"
пех̌раw,передовой
пêхдор,имеющий пехи; обутый в пехи
пибӣзг,"толстый, пузатый; надутый"
пигойӣнҷ,"давнишний, старый, прежний"
пигонӣнҷ,"давнишний, старый, прежний"
пиго-сағӣра,рано осиротевший
wу̊нин,"шерстяной, из шерсти"
wу̊н-х̌ебӣҷ,(предназначенный) для взбивания шерсти
габардӣн,габардиновый
галwезу̊н,"висящий, свисающий; подвешенный"
галwеӡу̊н,"висящий, свисающий; подвешенный"
гилwезу̊н,"висящий, свисающий; подвешенный"
ганда-бу̊й,"вонючий, с дурным запахом"
ганда-фêл,"норовистый; злонравный, зловредный"
гандаҷин,"уродливый, безобразный, некрасивый; плохо сложенный"
гāпду̊н,красноречивый; находчивый в разговоре; разговорчивый
гапду̊н,красноречивый; находчивый в разговоре; разговорчивый
гаранг,"обалделый, заморочившийся; растерянный; рассеянный; тупоумный"
гах̌-чи-гарδӯн,"зигзагообразный, извилистый"
гах̌т-чи-гарδӯн,"зигзагообразный, извилистый"
пидйу̊цин,из хлопчатобумажной нитки
пидмоw,"нескладный, неповоротливый, неуклюжий"
пидмоw-рāнг,"маломощный, малоспособный; мешковатый, неуклюжий"
пидфирāwҷ,"шаловливый, избалованный; вертлявый, непоседа"
пидғанāфч,упрямый
пидғинāфч,упрямый
пиδафцак,заразный
пиδафцак,"прилипчивый, надоедливый"
пийоδā,пеший
пилāwд,"вялый, медлительный; неэнергичный"
пил-вӯɣ̌ӡ,длинный
дāрδдор,"болезненный; страдающий болезнью, больной"
дāрδиманд,болезненный; страдающий болезнью; больной
дāрδманд,болезненный; страдающий болезнью; больной
дāшат-δāδӣҷ,"приводящий в ужас; страшилище; тот, кто наводит страх"
дāшат-зан,"приводящий в ужас; страшилище; тот, кто наводит страх"
деwзӣрā,"отборный, лучшего сорта (о рисе)"
деwоли,стенной
девори,стенной
деwу̊нā,обезумевший; одержимый; юродивый; душевнобольной
демакирāти,демократический
демокирāти,демократический
депутāти,депутатский
дê-бадараw,"временный, непостоянный, ненадежный"
гāч-δоδҷин,побеленный
гāчин,меловой; алебастровый
гербдор,гербовый; имеющий герб
гилгӯн,ярко-красный; розовый
гилгӯнд,ярко-красный; розовый
