cyrillic,meaning
харчак,"питание; кушанье, еда"
харҷак,"питание; кушанье, еда"
харчанг,рак
харч-δāδӣҷ,"тот, кто кормит, кормилец"
харҷ-δāδӣҷ,"тот, кто кормит, кормилец"
харч-кунӣҷ,"тот, кто расходует, тратит"
харҷ-кунӣҷ,"тот, кто расходует, тратит"
харғāх̌,скорпион
хас,мелкая солома; выгоревшая трава
хас,"сор, мусор"
хас,"хворост, прутья, мелкие дрова"
хасак,"позор!, стыд!"
хасак,низкий сорт абрикоса или тутовника
хасгил,глина с камнями (строительный материал)
хасгил,первая предварительная штукатурка
хасгил-δāδӣҷ,"тот, кто делает черновую штукатурку, штукатур"
хаси,"жадность, скупость"
хасич,мучная пыль при помоле
хисич,мучная пыль при помоле
хасӣси,"скупость, жадность"
хас-харах̌,"язва, нарыв; прыщ"
ха́с-ха́с,тошнота; рвота
хас-хор,"мусор; валежник, мелкие дрова"
хас-хор,"различные вещи, всякая всячина"
хас-ат хор,"мусор; валежник, мелкие дрова"
хас-ат хор,"различные вещи, всякая всячина"
хатак,"муть, осадок на дне посуда; остаток на донышке"
хатаки,"муть, осадок на дне посуда; остаток на донышке"
хатар,опасность; риск
хатбарг,указка (школьная)
хатбарк,указка (школьная)
хати-талоқ,свидетельство о расторжении брака
хато,"ошибка; заблуждение, оплошность"
хато,"промах, осечка (при стрельбе)"
хатто,"ошибка; заблуждение, оплошность"
хатто,"промах, осечка (при стрельбе)"
хатов,"муть, осадок (в воде)"
хатойи,"ошибка, заблуждение, оплошность"
хатоги,"ошибка, заблуждение, оплошность"
хаттā,"осадок, муть в воде; жидкая грязь"
хатā,"осадок, муть в воде; жидкая грязь"
хафаги,"грусть, печаль; огорчение, обида, досада"
хафаги,"расстройство, раздражение"
хафа-кинӣҷ,душегуб
хафа-кинӣҷ,"тот, кто обижает, обидчик; тот, кто сердит"
хафа-кун,душегуб
хафа-кун,"тот, кто обижает, обидчик; тот, кто сердит"
хах̌,"труднодоступное, непроходимое место в горах; отвесная скала"
хах̌wāл,"затор, преграда; нагромождение"
хах̌wêлгари,упрямство; нахальство
хах̌wêли,упрямство; нахальство
хах̌wелгари,упрямство; нахальство
хах̌wели,упрямство; нахальство
хах̌и,"твердость, жесткость; прочность"
хах̌раwи,преодоление трудных мест в горах
хах̌ча-зêзӣҷ,"пахарь, пашущий впервые"
хāх̌ч-зêзӣҷ,"пахарь, пашущий впервые"
хах̌ча-зêх̌т,первая вспашка
хāх̌ч-зêх̌т,первая вспашка
хах̌чā,первая вспашка
хāх̌ч,первая вспашка
хаҷолак,"беловато-серый налет на потухших углях, зола, пепел"
хаҷолат,стыд; смущение
хиҷолат,стыд; смущение
хāй,"заводь, залив; заполненная водой впадина, хауз, водоем"
хāй,"довод, отговорка"
хāйак,"маленькая заводь, заливчик; лужа"
хāмб,наклон
хāмб,"сгиб, изгиб, извилина"
хāм,наклон
хāм,"сгиб, изгиб, извилина"
хāмби,"низина, покатое место; равнина"
хамби,"низина, покатое место; равнина"
хāриӡ,"еда, пища, продукты питания"
хāс,послед; пленка (новорожденного)
хāт,письмо; записка
хāт,"повестка, извещение"
хāт,почерк
хāт,"черта, линия"
хāтак,записка; исписанный листок
хāтак,"линия, линейка; черта, черточка"
хāтбози,"бумажная волокита, бюрократизм"
хāт-вāрӣҷ,"тот, кто приносит письмо; почтальон"
хāтду̊нак,почтовый ящик
хāт-δāδӣҷ,"тот, кто перечеркивает, зачеркивает"
хāт-йосӣҷак,"рассыльный, курьер; почтальон"
хāт-йосӣҷ,"рассыльный, курьер; почтальон"
хāтках̌,"курьер; письмоносец, почтальон"
хāтках̌,линейка
хāтках̌,чертежник
хāт-нивишӣҷ,"тот, кто пишет письмо; писарь"
хāт-нивишт,писание письма
хāт-тāжӣҷ,"письмоносец, почтальон"
хāт-тāжӣҷ,чертежник
хāф,"трут, фитиль"
хāфциӡ,слезание; спуск
хāфчӯв,"засохшая трава, из которой делают трут, трутник"
хāфчу̊в,"засохшая трава, из которой делают трут, трутник"
хāфчу̊г,"засохшая трава, из которой делают трут, трутник"
хафчу̊г,"засохшая трава, из которой делают трут, трутник"
хāфчӯб,"засохшая трава, из которой делают трут, трутник"
хāч,часть сл. слова: нêȥ-хāч (см.)
хāɣ̌ак,"возлюбленная, зазноба, зазнобушка"
хāɣ̌-бих̌т,вымя зарезанного животного
хāɣ̌-мӯн,"сорт сладкого яблока, а также яблоня этого сорта"
хāɣ̌-му̊н,"сорт сладкого яблока, а также яблоня этого сорта"
хāɣ̌-нош,"абрикосовое дерево со сладкими косточками, а также его плоды"
хāɣ̌ҷу̊н,"возлюбленная, зазноба"
хеδ,грязное белье
хеδ,грязь
хеδ,"копоть, сажа"
хеδи,"грязь, загрязненное место, пятно"
хезбӣδн,"топор, тесло с лезвием поперек топорища"
хезбӣδнак,"топор, тесло с лезвием поперек топорища"
хезwӣδ,"топор, тесло с лезвием поперек топорища"
хезwӣδак,"топор, тесло с лезвием поперек топорища"
хездорх̌,"топор, тесло с лезвием поперек топорища"
хел,"род, вид, тип, сорт, категория"
хе́лак-ец,"допоздна, долго"
хелако,"допоздна, долго"
хемц,просяная солома
пӣнҷ-хемц,просяная солома
хер,"прекращение, остановка, отмена; конец"
хераги,нахальство; наглость; грубость
херā,пристальный взгляд
хех̌,родственник
хех̌абур,стеклорез
хех̌абуц,"бутылочка, пузырек"
хех̌абуц,"стеклышко, склянка"
хех̌а-δāδӣҷ,стекольщик
хех̌а-нармā,"осколки стекла, битое стекло"
хех̌а-х̌ичандӣҷ,стеклорез
хех̌а-х̌ичандӣҷ,стекольщик
хех̌ā,стекло
хех̌ā,фарфор
х̌ех̌ā,стекло
х̌ех̌ā,фарфор
хех̌бози,семейственность
хех̌дори,обязанности родственника
хех̌дори,"родство, родственные отношения"
хех̌и,сватовство
хех̌игāр,сват
хех̌игар,сват
хех̌и-кинӣҷ,сват
хеҷ-wеҷак,"разлад, разброд; путаница, неразбериха, беспорядок"
хêр,обращение к младшим
хêр,племянник; племянница
хêрйу̊н,обращение к младшим
хêрйу̊н,племянник; племянница
хêрен,обращение к младшим
хêрен,племянник; племянница
хêрбиц,племянница
хêрбуц,"племянник, племянничек"
хêрик,"племянник, племянничек; племянница"
хêх̌,"сук, сучок, ветвь, ветка"
хêх̌,узкая полоса посевного поля
хêх̌ак,ветка; сучок
хêх̌буц,маленький сучок; веточка
хêх̌нев,место у очага для хранения посуды
хêх̌инев,место у очага для хранения посуды
хêх̌инеф,место у очага для хранения посуды
хêх̌неф,место у очага для хранения посуды
хêх̌-пар,"ветки, ветви"
хêх̌пичу̊мч,человекообразное мифическое существо в лесу; леший
хêх̌т,четырехугольное деревянное корыто
хêх̌так,"маленькое корыто, корытце"
хêх̌-ханā,всякого рода посуда
хêх̌-ат ханā,всякого рода посуда
хêх̌чак,"ветка, сучок"
хидāрā,"старшие, взрослые"
хидāр-мах̌,крупный горох; бобы
хидêр,мифическое существо
хидӣр,уважительное обращение к старшим (мужчинам и женщинам)
хидӣр-айу̊м,"Науруз, Новый год, новогодний праздник"
хидӣр-бāх̌,главный дележ пищи
хидорҷ,жернов
хидорҷ,мельница
хадорҷ,жернов
хадорҷ,мельница
хидорҷ-бардор,"Хидорджбардор (имя сказочного героя, букв. несущий жернов)"
хидорҷбу̊н,мельник; караул на мельнице
хадорҷбу̊н,мельник; караул на мельнице
хидорҷбу̊ни,"охрана мельницы, уход за мельницей"
хадорҷбу̊ни,"охрана мельницы, уход за мельницей"
хидорҷдор,"мельник, владелец мельницы"
хадорҷдор,"мельник, владелец мельницы"
хидорҷ-жӣр,жернов
хидорҷ-йӣд,молотьба (на мельнице)
хиδу̊н,куча снопов вверх колосьями
хиδу̊нгар,"тот, кто складывает снопы в кучу"
хиδу̊нгāр,"тот, кто складывает снопы в кучу"
хизмат,"служба, деятельность; заслуга"
хизматгāр,служитель; работяга
хизматгар,служитель; работяга
хизматгор,"служитель, работяга; помощник"
хизматгори,обслуживание; оказание услуги; помощь
хизматчи,"служащий, должностное лицо"
хи́зри,"мусульманский пророк, по представлениям памирцев, покровитель земледелия"
хийу̊н,"невестка, жена брата, жена родственника; свояченица (сестра жены); золовка (сестра мужа)"
хийу̊норҷ,"невестка, жена брата, жена родственника; свояченица (сестра жены); золовка (сестра мужа)"
хийу̊нêрӡ,"невестка, жена брата, жена родственника; свояченица (сестра жены); золовка (сестра мужа)"
хийу̊нерӡ,"невестка, жена брата, жена родственника; свояченица (сестра жены); золовка (сестра мужа)"
хийу̊дорҷ,"невестка, жена брата, жена родственника; свояченица (сестра жены); золовка (сестра мужа)"
хийу̊нат,"измена, вероломство, предательство"
хийу̊нат,ущерб
хийу̊наткор,"изменник, предатель; вредитель"
хийу̊натгāр,"изменник, предатель; вредитель"
хийу̊натчи,"изменник, предатель; вредитель"
хийу̊натгари,"вероломство, предательство, измена; ущерб"
хийу̊наткори,"вероломство, предательство, измена; ущерб"
хийу̊ндори,"обязанности невестки, свояченицы, золовки"
хилwатних̌ӣн,"любитель уединения, отшельник"
хилватних̌ӣн,"любитель уединения, отшельник"
хилwат-нишӣн,"любитель уединения, отшельник"
хилwат-нашӣн,"любитель уединения, отшельник"
хилwат-нах̌ӣни,"отшельничество, уединение"
хилwат-них̌ӣни,"отшельничество, уединение"
хилwат-нишӣни,"отшельничество, уединение"
хилwат-нашӣни,"отшельничество, уединение"
хилwор,"груда, куча; большое количество"
хирwор,"груда, куча; большое количество"
хилеп-заwод,"хлебозавод, хлебопекарня"
х̌илеп-зāwод,"хлебозавод, хлебопекарня"
хилесанд,"нежирное, тощее мясо"
хилеси,"нежирное, тощее мясо"
хилесихор,"тот, кто ест нежирное мясо"
хилеси-хāрӣҷ,"тот, кто ест нежирное мясо"
хинā,"хна; название растения, из которого делают хну"
хинӯр,"совесть, стыд"
хирад,"ум, рассудок, разум"
хирадманди,"благоразумие, рассудительность, мудрость"
хирго,"юрта, шатер; палатка"
хириӡ,зуд
хириӡак,зуд; чесотка
хирман,и. с. ж. Хирман
хирман,ток
хирман-рӯву̊н,"очистка тока, угощение по случаю окончания работ на току (молотьбы, веяния, его уборки)"
хирман-рӯбу̊н,"очистка тока, угощение по случаю окончания работ на току (молотьбы, веяния, его уборки)"
хирс,медведь
хирӯрг,хирург
хурӯрг,хирург
хирҷӣн,"переметная сума, хурджин"
хурҷин,"переметная сума, хурджин"
хирҷӣнеҷ,материал для переметной сумы
хурҷинеҷ,материал для переметной сумы
хисӣрӡ,деверь (брат мужа); шурин (брат жены); зять (муж сестры)
хисӣрӡйу̊н,деверь (брат мужа); шурин (брат жены); зять (муж сестры)
хисӣрӡен,деверь (брат мужа); шурин (брат жены); зять (муж сестры)
хисӣрӡдор,"тот, кто имеет деверя, шурина, зятя"
хисӣрӡдори,"обязанности деверя, шурина, зятя"
хислат,"свойство, качество, характер, черта характера, повадки, привычка"
хисменӡ,"та, что помолвлена, сговорена; невеста"
хисминенӡ,"та, что помолвлена, сговорена; невеста"
хисму̊нҷ,жених
хисмину̊нҷ,жених
хисму̊нҷак,"женишок, жених"
хисмину̊нҷак,"женишок, жених"
хист,мясная или молочная пища
хист-гинӣҷ,мясная или молочная пища
хис-гинӣҷ,мясная или молочная пища
хист-кинӣҷ,мясная или молочная пища
хис-кинӣҷ,мясная или молочная пища
хисти,"сырость, влага"
хисур,тесть; свекор
хисур,тесть; свекор
хисурйу̊н,тесть; свекор
хисурйу̊н,тесть; свекор
хисурдори,"обязанности тестя, свекра"
хих̌елак,свист
х̌их̌елак,свист
х̌их̌елāн,свист
хих̌елāн,свист
х̌елак,свист
хих̌елакгāр,свистун
хих̌елакгар,свистун
х̌их̌елакгāр,свистун
х̌их̌елакгар,свистун
хих̌елāнгāр,свистун
х̌их̌елāнгāр,свистун
х̌елакгāр,свистун
хих̌т,кирпич
хих̌так,"деталь штанов, клин"
хих̌так,скворец
хих̌у̊б,кизяк
рих̌у̊б,кизяк
хих̌у̊б-δāδӣҷ,"тот, кто делает кизяк"
хих̌ц,халва из тутовой муки и топленого масла
хицӣw,вика тонколистная (Vicia tenuifolia)
хӣ́мийа,химия
хӣ́мик,химик
хӣнак,хина
хинā,хина
хӣр,солнце; лучи солнца
хӣр,ссыпание зерна в отверстие жернова
хӣр-нӣст,"заход солнца, закат"
хӣр-пал,восток
хӣр-пал,восход солнца
хӣр-цирах,восход солнца; раннее утро
хӣт,"поток, струйка зерна (в отверстии жернова)"
хӣт,птичий корм
хӣд,"поток, струйка зерна (в отверстии жернова)"
хӣд,птичий корм
хӣтду̊н,птичий желудок
хӣду̊н,птичий желудок
хӣдду̊н,птичий желудок
хӣтду̊нак,ковш для кормления птиц; кормушка для птиц
хӣтду̊н,ковш для кормления птиц; кормушка для птиц
хӣдду̊н,ковш для кормления птиц; кормушка для птиц
хӣду̊нак,ковш для кормления птиц; кормушка для птиц
хӣт-δорг,приспособление для регулировки потока зерна в отверстии жернова; регулятор
хӣтеҷ,"зерно, идущее на корм птицам"
хӣф,пена
хӣфак,"пенка, пенки"
хӣх̌,"теща, свекровь"
хӣх̌йу̊н,"теща, свекровь"
х̌ӣх̌ен,"теща, свекровь"
хӣх̌дори,"обязанности тещи, свекрови"
хӣх̌оҷ,сладкие абрикосовые косточки (противоп. *цӣ-х̌оҷ*)
хӣɣ̌оҷ,сладкие абрикосовые косточки (противоп. *цӣ-х̌оҷ*)
хӣх̌-салу̊м,приветствие тещи (приход жениха в дом тещи с подарками на третий день после свадьбы)
хӣч,"малыш, младенец, дитя"
хӣч,мелочь; крошки; щепки
хӣчи,"мелочь, крошки, мелкий остаток; щепки"
хӣч-хāпич,"крошки, мелкие кусочки; щепки"
хӣ́ч-ат,"крошки, мелкие кусочки; щепки"
хӣч-харич,"мальчишки; ребятишки, детвора"
хо,вариант ху (см.)
хо,сост. часть слова хо-нохо (см.)
хо,вариант ху (см.) при стяжении
хоб,"ну, ну-ка"
хоб,"хорошо, ладно"
хоб,сон
хобго,общежитие
хобгодор,"имеющий место в общежитии, живущий в общежитии"
хобну̊мā,амулет против бессонницы
ховонӣҷ,"тот, кто валит, кладет"
хоwанд,"хозяин, владелец животных"
хоwанддор,имеющий хозяина
хоwандор,имеющий хозяина
хоwар,восток
хоwар,"имя собств. муж. или его компонент, напр. Хоwар, Хоwаршо"
хоwарзамин,"восток, восточные страны"
хогинайин,"испачканный яйцом, яичницей"
хогинайин,"яичный, сделанный из яиц"
хагинайин,"испачканный яйцом, яичницей"
хагинайин,"яичный, сделанный из яиц"
хогинā,яичница
хагинā,яичница
ходадор,"с жердью, шестом, палкой; держащий жердь, шест, палку"
ходā,"жердь, шест; палка"
ходим,"деятель, служащий, работник"
хозрашчот,хозрасчет
хой,"парный союз, употребляется для соединения предложений или их однородных членов"
хойим,"наконец, в конечном счете, в конце концов, рано или поздно"
хойимаш,"наконец, в конечном счете, в конце концов"
хойин,"предатель, изменник"
хоин,"предатель, изменник"
хойини,"предательство, измена"
хоини,"предательство, измена"
хойих̌,желание; просьба
хойих̌манд,"желающий, имеющий желание, охоту"
хойишманд,"желающий, имеющий желание, охоту"
хок,"земля, почва"
хок,"место погребения, могила"
хокборах̌,"сухой туман, пыльная мгла"
хокборих̌,"сухой туман, пыльная мгла"
хокистар,"зола, пепел"
хокистӣн,кладбище
хоков,первый полив поля
хокоб,первый полив поля
хоковгāр,поливальщик
хоковгар,поливальщик
хоксор,"простой, скромный"
хоксор,"род человеческий, род людской, люд"
хокисор,"простой, скромный"
хокисор,"род человеческий, род людской, люд"
хоксори,"скромность, простота"
хокисори,"скромность, простота"
хокрӯған,керосин
хокрӯғанду̊н,сосуд для керосина
хокрӯғанин,"запачканный керосином, в керосине"
хокрӯғанин,керосиновый
хол,"пятнышко, крапинка (узор в виде овальных пятнышек)"
хол,"родинка, родимое пятно"
холабачā,"сын тети, двоюродный брат"
холадор,имеющий тетю
холадори,обязанности тети
хол,дядя (со стороны матери)
хол,"дядя, дядюшка (при обращении к старшим)"
хол,племянник; племянница (при обращении к детям сестры)
хол,племянник; племянница (при обращении старших к младшим)
холак,дядя (со стороны матери)
холак,"дядя, дядюшка (при обращении к старшим)"
холак,племянник; племянница (при обращении к детям сестры)
холак,племянник; племянница (при обращении старших к младшим)
холакйу̊н,дядя (со стороны матери)
холакйу̊н,"дядя, дядюшка (при обращении к старшим)"
холакйу̊н,племянник; племянница (при обращении к детям сестры)
холакйу̊н,племянник; племянница (при обращении старших к младшим)
холакен,дядя (со стороны матери)
холакен,"дядя, дядюшка (при обращении к старшим)"
холакен,племянник; племянница (при обращении к детям сестры)
холакен,племянник; племянница (при обращении старших к младшим)
холакдор,имеющий дядю (со стороны матери)
холакдори,обязанности дяди (со стороны матери)
холā,"тетя, сестра матери, родственница матери"
холā,"тетя, тетушка (при обращении к старшим женщинам)"
холдор,"покрытый пятнышками, в крапинку, пятнистый; с рисунком, узорчатый"
холдор,"с родинкой, в родинках"
холи,"без ничего, ни с чем"
холи,"пустой, порожний, незаполненный; свободный, незанятый"
холи,"чистый, несмешанный, без примеси; один, одна, одно, одни"
холли,"без ничего, ни с чем"
холли,"пустой, порожний, незаполненный; свободный, незанятый"
холли,"чистый, несмешанный, без примеси; один, одна, одно, одни"
хол-холак,"крапинки, наросты, пятнышки"
хомӯх̌и,молчание; безмолвие; тишина; спокойствие
хомӯши,молчание; безмолвие; тишина; спокойствие
хорак,румяна
хорах̌,зуд
хорих̌,зуд
хорзодā,"племянница, племянник, сын или дочь сестры"
хуарзодā,"племянница, племянник, сын или дочь сестры"
хори,"лишения, бедственное положение"
хориҷā,"заграница, чужбина"
хориҷи,"иностранец, иноземец"
хорках̌,"имя собств. муж.: *Хорках̌*, *Хоркаш*"
хоркаш,"имя собств. муж.: *Хорках̌*, *Хоркаш*"
хорпух̌т,еж
хорпух̌так,еж
хорпух̌таки,неоплодотворенное птичье яйцо
хосгор,сват; сваха
хосгори,"сватовство, сватание"
хосийат,"свойство, качество; особенность; привычка"
хост,желание; веление
хо-т,< ху-ат (см. ху)
хотир,"авторитет; почет, достоинство"
хотир,"уважение, почтение"
хотӯн,госпожа
хотӯн,"имя собств. жен. или его компонент, напр. *Хотӯн*, *Ду̊лат-хотӯн*"
хох̌,"рог, рога"
хох̌ак,"косичка, косица (спереди и по бокам головы) у женщин"
хох̌-бел,рытье рогами
хох̌дарачи,"шахдаринец, житель Шахдары"
хох̌-δāδӣҷ,"скандалист, буян, забияка, задира"
хох̌-δêд,бодание
хох̌-δêд,"скандал, ссора"
хох̌-зан,"скандалист, буян, забияка, задира"
хох̌инак,разновидность воробья
хох̌ч,"тесто, кусок, комок пресного теста"
хох̌чов,"помои, вода после мытья посуды из-под теста"
хох̌човā,"помои, вода после мытья посуды из-под теста"
хоҷ,"хлеб, свезенный на ток для обмолота"
хоҷаги,народное хозяйство
хоҷаги,хозяйство; единоличное хозяйство
хоҷā,"господин, хозяин; глава"
хоҷā,"имя собств. муж. или компонент имен. собств., напр. *Хоҷā*, *Хоҷабек*;  *Хоҷабегим*"
хоҷ-дийӣҷ,молотильщик
хоҷ-кул,"завершение молотьбы, чистка тока"
хоҷ-хийӣҷ,молотильщик
хоҷ-хӣст,молотьба
хуб,"здоровый, безболезненный"
хуб,очень
хуб,"сильно, много; долго"
хуб,"хороший, замечательный"
хуб,"хорошо, хорошенько, как следует"
ху́ба-ху́б,"хорошо, ладно, ничего"
ху́би-ху́б,"хорошо, ладно, ничего"
хуби,"хорошо, ладно, ничего"
хуби,здоровье
худ,сам
худанг,"упрямый, неподдающийся"
хаданг,"упрямый, неподдающийся"
худа́нг-аθ,"открыто, прямо, смело, откровенно"
худи,родной
худи,"свой, свой собственный, близкий"
худкух̌и,самоубийство
худкуши,самоубийство
худ-мухтор,"автономный; самостоятельный, независимый"
худ-мӯɣ̌ҷ,подохший; дохлый
худо,"бог, божество (чаще в заимствованных устойчивых сочетаниях)"
худобехабар,не верящий в бога; забывший бога
худоwанд,"бог, божество"
худозāдā,"наказанный богом, проклятый богом"
худомӯз,самоучитель
худомӯзи,"самообразование, самообучение, самостоятельное изучение"
худпараст,"эгоист, себялюбец"
худпарасти,"эгоизм, себялюбие"
худписанди,самодовольство; самонадеянность; чванливость
худситоw,"самохвал, бахвал, хвастун"
худситоwи,"самовосхваление, бахвальство, хвастовство"
хуδой,"бог, господь, Аллах"
хуδой-безор,"богоотступник, богохульник"
худобезор,"богоотступник, богохульник"
хуδойдор,"счастливец, удачник"
хуδойи,"богоугодное дело, милостыня"
хуδойи,"жертвование, угощение, жертвоприношение"
хул,"глина, намытая водой, глинистые отложения"
хум,"хум, большой глиняный кувшин"
хумбохез,"волна; рябь, зыбь"
хамбохез,"волна; рябь, зыбь"
хумор,"желание, охота; страсть"
хурам,имя собств. муж. *Хурам*
хуррам,имя собств. муж. *Хурам*
хурок,пища; кушанье; еда
хирок,пища; кушанье; еда
хурокā,"продукты питания, продовольствие, провизия"
хирокā,"продукты питания, продовольствие, провизия"
хурок-вӣд,"доставка еды, обслуживание"
хирок-вӣд,"доставка еды, обслуживание"
хурокwори,"продукты питания, продовольствие, провизия; пища; еда, кушанье"
хирокwори,"продукты питания, продовольствие, провизия; пища; еда, кушанье"
хурок-δêд,кормление; угощение
хирок-δêд,кормление; угощение
хурок-пêхт,"приготовление пищи, кушанья"
хирок-пêхт,"приготовление пищи, кушанья"
хурок-пӣӡӣҷ,повар
хирок-пӣӡӣҷ,повар
хурок-хӣд,"принятие пищи, еда"
хирок-хӣд,"принятие пищи, еда"
хурох̌ā,"опилки, стружки"
хирох̌ā,"опилки, стружки"
хуроҷ,"расходы на пропитание; затраты, расходы"
хироҷ,"расходы на пропитание; затраты, расходы"
хурсанд,имя собств. муж. *Хурсанд*
хурсанди,"радость, веселье"
хурӯсак,"ангина, тонзиллит"
хирӯсак,"ангина, тонзиллит"
хурӯх̌,"шум, волнение"
хирӯх̌,"шум, волнение"
хуршед,имя собств. муж. *Хуршед*
хуршед,филенка
хурҷ,расход; износ
хусӯмат,вражда; ненависть
хусӯс,"отношение, касательство; обстоятельство"
хисӯс,"отношение, касательство; обстоятельство"
хусусийат,"особенность, специфика"
хуфтан,вечер; время отхода ко сну
хуфтан,сон (в заимств. сочетаниях)
хух̌ā,"кисть, гроздь (винограда)"
хух̌ā,метелка проса
хух̌гоw,"глупый, тупой; безумный; упрямый"
хух̌гоw,"як, кутас"
хух̌гоw-бирêθ,помесь яка и местной коровы
хух̌гоw-бу̊ст,ячья шкура
хух̌и,радость
хух̌ка-сāɣ̌,"вид змеи, гадюка"
хух̌ка-сāɣ̌,толстуха
хух̌ка-сāw,"вид змеи, гадюка"
хух̌ка-сāw,толстуха
хух̌ка-сол,засушливый год
хух̌ка-соли,засуха
хух̌к-соли,засуха
хух̌кā,засуха
хух̌кā,"сухое, свободное от снега место; суша"
хух̌ка-дāрδ,"спазмы в кишечнике, запор"
хух̌ки,сухое место; проталина; суша
хух̌ки,"сухость; сухая погода, засуха"
хух̌нӯди,"довольство, удовлетворенность; радость"
хух̌нуди,"довольство, удовлетворенность; радость"
хух̌пайеҷ,мука для похлебки
хух̌пā,каша
хух̌пā,"мучная похлебка, каша-затируха, болтушка"
хух̌-харах̌,чесотка; сыпь
хух̌к-харах̌,чесотка; сыпь
хуш,"приятный, по вкусу; по душе; желанный, угодный"
хуш,"радостный, веселый; довольный, удовлетворенный"
хушаwози,"благозвучие; обладание приятным голосом, мелодичность"
хушоwози,"благозвучие; обладание приятным голосом, мелодичность"
хушбахт,имя собств. муж. *Хушбахт*
хушбахти,счастье
хушбоши,лесть; заискивание
хушбоши,приветствие
хушбу̊йи,"аромат, благовоние, благоухание"
хушwахт,"имя собств. муж. *Хушwахт*, *Хушwахтшо*"
хушахти,"радость, веселье, жизнерадостность"
хушгāпи,"вежливость, обходительность, красноречие, остроумие; умение поддержать приятную беседу"
хушгапи,"вежливость, обходительность, красноречие, остроумие; умение поддержать приятную беседу"
хушгуфтори,красноречие
хушдил,имя собств. муж. *Хушдил*
хушзени,хорошая память; сообразительность
хушзорδи,"добросердечность, добродушие; откровенность"
хушзоти,"породистость; благородство, благородное происхождение"
хуши,надежда; упование
хуши,"радость, веселье, ликование"
хуш-му̊милаги,"вежливость, учтивость"
хуш-муу̊милаги,"вежливость, учтивость"
хушнағмā,хороший музыкант
хушнāфци,сдержанность в еде
хушнафци,сдержанность в еде
хушнохӯн,"искусный музыкант, владеющий игрой на струнном инструменте"
хушнохун,"искусный музыкант, владеющий игрой на струнном инструменте"
хушрӯй,"имя собств. жен. *Хушрӯй*, *Хушрӯйак*"
хишрӯй,"имя собств. жен. *Хушрӯй*, *Хушрӯйак*"
хушрӯйи,красота
хушрӯйги,красота
хишрӯйи,красота
хишрӯйги,красота
хушу̊мад,добро пожаловать! (приветствие гостям)
хушомад,добро пожаловать! (приветствие гостям)
хушу̊мади,добро пожаловать! (формула приветствия гостей)
хушомади,добро пожаловать! (формула приветствия гостей)
хушфоли,"спокойствие, уравновешенный характер"
хушфаоли,"спокойствие, уравновешенный характер"
хушфуоли,"спокойствие, уравновешенный характер"
хуш-хабар,"добрая, радостная весть; приятная новость"
хуш-хабар,добрый вестник; поздравитель
хушхати,"каллиграфия, чистописание"
хушқāри,"спокойствие, уравновешенность, выдержка, сдержанность"
хуɣ̌ну̊ни,шугнанец
хуɣ̌ну̊ни-пеwāнд,"с примесью шугнанского, шугнанский"
хӯб,"компонент имен собств. жен. *Хӯбу̊н*, *Хӯбсилту̊н*"
хӯби,"хорошее качество, достоинство"
хӯг,свинья; кабан
хӯганд,свинина
хӯгбу̊ст,свиная шкура
хӯδм,"сновидение, сон"
хӯδм,сон
хӯй,"натура, нрав, характер, поведение"
хӯн,кровь
хӯндор,кровник (о находящихся в отношениях кровной мести)
хӯн-зêзӣҷ,мститель
хӯн-зêх̌т,кровопускание
хӯнрези,кровопролитие
хӯнхорак,"острицы, пиявки"
хӯнхор,кровопийца
хӯнхорā,кровопийца
хӯнхур,кровопийца
хӯрн,ворона
хурн,ворона
хӯҷайӣн,"хозяин; глава, руководитель"
хӯҷайен,"хозяин; глава, руководитель"
хӯҷā,"имя собств. муж. *Хӯҷ*, *Хӯҷа*, *Хӯҷабек*"
хӯҷā,ходжа (почетный титул духовных лиц)
ху̊δ,"обмолоченное, но непровеянное зерно"
ху̊лā,куча; насыпь
ху̊мак,"сырец, размотанная на веретене пряжа"
ху̊ми,"незрелость, неопытность, наивность"
ху̊ми,"незрелость, неспелость"
ху̊мнигӯл,"бульон из толченых орехов, ореховый бульон"
ху̊мнигу̊л,"бульон из толченых орехов, ореховый бульон"
ху̊мов,недоваренная похлебка
ху̊м-тилло,золотой песок
ху̊мхайоли,"неразумность, легкомыслие"
ху̊мч,мякина
хамч,мякина
ху̊мчин,мякинный
хамчин,мякинный
ху̊н,компонент имени собств. м. *Даwлатху̊н*
ху̊н,хан (титул)
ху̊наwайру̊ни,разорение
ху̊наwодā,"семейство, семья; дом, двор"
ху̊надори,"домашнее хозяйство; хлопоты по дому, домашние дела"
ху̊надори,семейная жизнь
ху̊наду̊н,"владыка, бог"
ху̊нанах̌ӣн,домосед
ху̊наних̌ӣн,домосед
ху̊нанах̌ӣни,домоседство
ху̊наних̌ӣни,домоседство
ху̊на-сӯр,обрезание
ху̊нахароб,"бедняк; тот, кто разорен"
ху̊нахароби,разорение
ху̊нā,"дом, здание, помещение"
ху̊феҷ,"житель Хуфа, хуфец"
ху̊фаҷен,"житель Хуфа, хуфец"
ху̊феҷен,"житель Хуфа, хуфец"
ху̊феҷ-биц,дочь хуфца; родом из Хуфа
ху̊феҷ-буц,сын хуфца; родом из Хуфа
х̌абахӯн,"ночное вторжение, беспокойство по ночам; ночной набег, нападение ночью"
