cyrillic,meaning
фалтоw,"выжидающе, вопросительно смотреть"
фалтоw,"ждать, поджидать"
фалтоw,"лодырничать, зевать по сторонам"
фарδêхтоw,"валить, бросать, сваливать, сбрасывать"
фарδêхтоw,"очищать, соскабливать"
фарδимӯйдоw,"выжимать, отжимать"
фарсêптоw,"двигать, продвигать, отодвигать"
фарсиптоw,"двигать, продвигать, отодвигать"
фархтоw,"фыркать, хрипеть, храпеть (о животных, о человеке, пренебр.)"
фарцêптоw,"разузнавать, расспрашивать, прощупывать"
фарчимāктоw,"тереть, растирать рукой (жевательный табак)"
фарчимукто,"тереть, растирать рукой (жевательный табак)"
фарчиму̊ӡдоw,"прилеплять, налеплять (массу свечки к палочкам)"
фарчиму̊ɣ̌ӡдоw,вырывать (из руки)
фарғӣчтоw,"чирикать без устали, петь (о птицах)"
фастоw,сморкаться; чихать
фастоw,"презирать, плевать, чихать"
фатоw,бормотать; болтать
фаттоw,бормотать; болтать
фāмтоw,"понимать, знать, соображать"
фāмтоw,"узнавать, выяснять, определять; знать (в лицо)"
фāмтоw,"уважать, признавать"
фāмтоw,считать за кого-л.
фāму̊нтоw,"объяснять, разъяснять"
фиθтоw,"сопеть, посапывать; шмыгать (носом)"
финухстоw,"медленно делать что-л., возиться, копаться"
финухцтоw,"медленно делать что-л., возиться, копаться"
фиртоw,"стрекотать, свистеть"
фирӣwстоw,"прополаскиваться начисто, отмываться"
фирӣптоw,"добираться, достигать, доходить; прибывать; подходить"
фирӣптоw,"(при)касаться, дотрагиваться; попадать на что-л."
фирӣптоw,"нападать, набрасываться"
фирӣптоw,"быть достаточным, хватать"
фирӣптоw,"доставаться, полагаться"
фирӣптоw,"поспевать, созревать, вызревать, доходить"
фирӣптоw,"подходить, подниматься (о тесте)"
фирêwдоw,"полоскать, споласкивать; очищать, отмывать"
фиридоw,"полоскать, споласкивать; очищать, отмывать"
фирêwдоw,"обмывать, пить в честь кого-, чего-л."
фиридоw,"обмывать, пить в честь кого-, чего-л."
фирêwдоw,"ругать, мыть кому-л. косточки"
фиридоw,"ругать, мыть кому-л. косточки"
фирêптоw,доставлять; доводить; доносить; приводить
фирêптоw,"приносить (напр. ущерб, пользу)"
фирпêптоw,"разузнавать, распознавать, прощупывать"
фирɣ̌доw,"рыдать, проливать слезы, горько плакать"
фистоw,шмыгать; сморкаться
фихтоw,фыркать
фих̌тоw,шипеть
фишеɣ̌ӡдоw,выжимать
фишеɣ̌ӡдоw,"наказывать, шкуру спускать"
фиқтоw,всхлипывать
фӣтоw,"свистеть, плохо играть на флейте"
фӣттоw,"свистеть, плохо играть на флейте"
фӣх̌тоw,"тяжело дышать, пыхтеть (прям. и перен.)"
фӣх̌тоw,бросать чижик ногой (при игре)
фӣғдоw,бросать чижик ногой (при игре)
фӣчтоw,свистеть
фêртоw,"хотеться, нравиться, быть по вкусу"
фортоw,"хотеться, нравиться, быть по вкусу"
фоғу̊нтоw,"валить (на землю), сваливать (с ног)"
фингтоw,тихо ржать (о лошади)
финктоw,тихо ржать (о лошади)
фунгтоw,тихо ржать (о лошади)
функтоw,тихо ржать (о лошади)
фуртоw,"есть жидкую пищу, хлебать"
фурхтоw,храпеть; хрипеть; мурлыкать
фурх̌тоw,"шуршать, шелестеть, шуметь"
фурштоw,чавкать
фустоw,"шмыгать носом, вдыхать носом"
фустоw,лениться
фах̌тоw,"пыхтеть, тяжело дышать, часто дышать"
фух̌тоw,"пыхтеть, тяжело дышать, часто дышать"
фах̌тоw,"молчать, сердиться, дуться"
фух̌тоw,"молчать, сердиться, дуться"
фу̊қтоw,хрюкать; фыркать
хӣстоw,"молотить (обычно в сочетании хоҷ хӣстоw, в шгн. малоупотр.)"
хӣстоw,"колотить, бить"
хамбентоw,"спускать, опускать; наклонять"
ханбентоw,"спускать, опускать; наклонять"
хамбентоw,"снимать, сгружать"
ханбентоw,"снимать, сгружать"
хамбентоw,высаживать (откуда-л.)
ханбентоw,высаживать (откуда-л.)
хамбентоw,понижать (в должности)
ханбентоw,понижать (в должности)
хамбентоw,"убавлять, уменьшать, снижать"
ханбентоw,"убавлять, уменьшать, снижать"
хамбентоw,"закрывать, захлопывать (напр. дверь)"
ханбентоw,"закрывать, захлопывать (напр. дверь)"
хӣдоw,"есть, кушать, съедать; питаться"
хӣдоw,"расходовать, разбрасывать, тратить"
хӣдоw,"наслаждаться, кайфовать"
хӣдоw,"упрекать, наказывать"
хӣдоw,"вспомогательный глагол, входит в состав ряда сложноименных глаголов"
хāвдоw,"спускаться, слезать, сходить"
хāвдоw,"уменьшаться в объеме; падать, снижаться (об уровне)"
хāвдоw,"закрываться, захлопываться (напр., о двери)"
хāвдоw,"останавливаться, делать привал"
хāвдоw,"соглашаться, слушаться"
хêртоw,расходовать (на корм)
хêру̊нтоw,"задевать, ранить (чаще о лошади при подковывании)"
хêх̌тоw,"месить, замешивать (тесто, глину)"
хиθтоw,"потеть, становиться липким (чаще о теле ребенка)"
хирдоw,"чесаться, зудеть, саднить"
хиртоw,"чесаться, зудеть, саднить"
хиштоw,"трещать, кричать (о сороке)"
хову̊нтоw,"валить; класть, укладывать"
хойтоw,обмолачиваться; измельчаться (о хлебах)
хуртоw,хрипеть; храпеть
ху̊θтоw,закутывать; укладывать
х̌аδдоw,"таять, растапливаться; плавиться"
х̌айстоw,"растягиваться, расширяться"
х̌айсентоw,"к *х̌айс:хайст*: растягивать, расширять"
х̌айсентоw,продвигать
х̌афцентоw,к *х̌офц:х̌овд*: укладывать спать
х̌āчтоw,"качаться; трястись, дрожать; шевелиться"
х̌ебтоw,"бить, колотить, избивать"
х̌ӣвдоw,"бить, колотить, избивать"
х̌ебтоw,"колотить, трепать шерсть"
х̌ӣвдоw,"колотить, трепать шерсть"
х̌ебтоw,"сбивать палкой орехи, бить по орешнику палкой"
х̌ӣвдоw,"сбивать палкой орехи, бить по орешнику палкой"
х̌êwдоw,"саднить, чесаться (о глазах)"
х̌êwтоw,"саднить, чесаться (о глазах)"
х̌êθтоw,"беречь, оберегать, жалеть"
х̌êздоw,"шить, зашивать, чинить, штопать"
х̌икӣдоw,"искать, разыскивать; обыскивать"
х̌икафцтоw,расцветать; распускаться
х̌икифтоw,расцветать; распускаться
х̌икафцтоw,"хорошеть, расцветать"
х̌икифтоw,"хорошеть, расцветать"
х̌ӣдоw,"слышать, слушать"
х̌ӣдоw,"узнавать, обнаруживать"
х̌ӣдоw,"слушаться, быть послушным"
х̌ипалтоw,"блестеть, сверкать"
х̌ипақтоw,"щелкать, прищелкивать причмокивать"
х̌ипирêздоw,"расщеплять, раскалывать, разламывать"
х̌ипирêздоw,делать безукоризненно; выполнять точно
х̌ицêwдоw,к *х̌ици:х̌ицод*: замораживать; простуживать
х̌ицêwтоw,к *х̌ици:х̌ицод*: замораживать; простуживать
х̌ицêдоw,"мерзнуть, замерзать; простуживаться"
х̌ичих̌тоw,"резать, отрезать, обрезать; отрубать; отсекать"
х̌ичих̌тоw,"кроить, выкраивать"
х̌ичӣфтоw,"трескаться, лопаться, рваться, разрываться, взрываться"
х̌ичӣфтоw,"изнемогать, разрываться от напряжения"
х̌ичӣфтоw,"сидеть на месте, сидеть спокойно; успокаиваться"
х̌ичӣфтоw,"сидеть молча, сидеть не двигаясь"
х̌ичêфтоw,"к *х̌ичāф:х̌ичӣфт*: разбивать, раскалывать, взрывать"
х̌ичêфтоw,"прореза́ться, расти (о зубах)"
х̌иқāптоw,"искать, разыскивать, шарить, нащупывать"
х̌иқāптоw,"болтать, говорить впустую, разглагольствовать"
х̌êдоw,читать
х̌êйдоw,читать
х̌êйтоw,читать
х̌êдоw,"учиться, заниматься; учить"
х̌êйдоw,"учиться, заниматься; учить"
х̌êйтоw,"учиться, заниматься; учить"
х̌êвдоw,"спать, засыпать, ночевать; лежать, ложиться"
цāвдоw,кусать (о ядовитых крысах)
цêптоw,"щупать, трогать, пробовать на ощупь"
цêптоw,"разузнавать, прощупывать, зондировать почву; проверять, испытывать"
цêх̌тоw,"собирать (щепки, хворост, кизяк)"
цидоw,"жать, косить"
циртоw,стрекотать
цирактоw,"моросить, капать, накрапывать"
цирақтоw,"трещать, потрескивать, хрустеть"
цирақтоw,"опасаться, побаиваться"
циремтоw,"жечь, обжигать"
циремтоw,"огорчать, печалить, причинять душевную боль"
циру̊хтоw,"повреждать, царапать, задевать"
циру̊хтоw,"огорчать, расстраивать, задевать"
циру̊хтоw,"обманывать, одурачивать"
цифтоw,"красть, воровать, похищать"
цифтоw,"задерживать, приостанавливать"
цӣптоw,чирикать; пищать
цӣптоw,"трогаться с места, шевелиться"
цӣғдоw,"свистеть; пищать, скулить"
циқтоw,"чирикать, щебетать (о воробьях)"
цуптоw,"чмокать, причмокивать (губами), чавкать"
цуптоw,"подзывать животных звуком, издаваемым при помощи губ, чмоканьем губ"
цуртоw,"шуршать, шелестеть; царапаться"
цуртоw,"капать, моросить, шуршать (напр., об осадках)"
цурθтоw,"издавать свист, издавать свистящий звук"
цуктоw,"щелкать, прищелкивать"
цуқтоw,"щелкать, прищелкивать"
цу̊вдоw,"выдергивать, дергать, щипать, рвать (редкие травинки)"
ӡêғдоw,блеять (о козе)
ӡилтоw,"бормотать, ворчать"
ӡилғêɣ̌ӡдоw,"бродить, тискаться"
ӡиртоw,"петь, щебетать, чирикать (о воробьях)"
ӡирɣ̌доw,"шуметь, звенеть (о струе молока при доении)"
ӡурɣ̌доw,"шуметь, звенеть (о струе молока при доении)"
ӡирɣ̌доw,"шуметь (о чайнике); закипать, бурлить"
ӡурɣ̌доw,"шуметь (о чайнике); закипать, бурлить"
ӡиқтоw,хныкать
ӡӣғдоw,скулить; пищать
ӡӣғдоw,"свистеть; пиликать, издавать писклявые звуки"
ӡӣɣ̌ӡдоw,"ныть, тихо плакать, хныкать"
ӡуртоw,испускать газы
ӡуғдоw,"бормотать, шептать; ворчать"
чактоw,капать; течь
чиктоw,капать; течь
чакентоw,"вынимать капли, проливать каплями; брызгать, разбрызгивать"
чаку̊нтоw,"закапывать, капать; разливать (тягучую жидкость) крупными каплями"
чалтоw,"журчать, бурлить, булькать"
чалтоw,сбивать масло
чалтоw,"нравиться, приходиться по вкусу, по нраву (только в отрицательной форме)"
чаптоw,чавкать; чмокать
чоптоw,чавкать; чмокать
чару̊нтоw,пасти
чарҷафцтоw,карабкаться
чарҷифтоw,карабкаться
чафтоw,"кричать, пищать (о нурке)"
чақтоw,"кричать, свистеть (о сурке)"
чӣнтоw,"копать, раскапывать, рыть"
чӣнтоw,"выкалывать, ковырять; выкорчевывать, выкапывать"
чӣнтоw,"выписывать, снимать с учета; заменять"
чāптоw,"мазать, замазывать"
чоптоw,"мазать, замазывать"
чāптоw,возиться в грязи; шлепать по грязи
чоптоw,возиться в грязи; шлепать по грязи
чāптоw,"впитывать (влагу); вбирать, втягивать"
чоптоw,"впитывать (влагу); вбирать, втягивать"
чембтоw,"хотеть, соглашаться"
чемтоw,"хотеть, соглашаться"
чêwдоw,"чесать, расчесывать"
чêwтоw,"чесать, расчесывать"
чêwдоw,"чесать, устранять зуд"
чêwтоw,"чесать, устранять зуд"
чêктоw,"капать, наполнять каплями; брызгать, разбрызгивать; проливать каплями"
чêктоw,раскладывать комочками (что-л. густое)
чêку̊нтоw,"капать, наливать каплями; брызгать каплями"
чêртоw,пахать
чилаптоw,чавкать
чилāптоw,"хлюпать, шлепать по грязи"
чилāптоw,бултыхать(ся)
чинêрθтоw,"тяжело дышать, пыхтеть"
чинāрθтоw,"тяжело дышать, пыхтеть"
чирахтоw,"греметь, грохотать; скрипеть, издавать звук"
чирактоw,"издавать отрывистые звуки, скрипеть"
чирақтоw,"издавать отрывистые звуки, скрипеть"
чирактоw,"кричать, пищать (о сурке)"
чирақтоw,"кричать, пищать (о сурке)"
чириқтоw,чирикать
чирӣқтоw,чирикать
чирӣқтоw,"кричать, орать"
чӣх̌тоw,"смотреть, глядеть"
чӣх̌тоw,"видеть, обнаруживать, замечать"
чӣх̌тоw,"заботиться, присматривать, смотреть, ухаживать; наблюдать, следить"
чӣх̌тоw,"искать, смотреть"
чӣх̌тоw,"проверять, смотреть, просматривать"
чӣх̌тоw,"смотреть, думать, рассуждать, взвешивать"
чӣх̌тоw,в IMPER форме: слушать
чӣх̌тоw,ждать
чӣх̌тоw,"в качестве вспомогательного глагола, напр., хотир чӣх̌тоw заботиться; почитать, уважать; чорā чӣх̌тоw наказывать"
чиғдоw,"курлыкать, петь, издавать характерные звуки (о птицах)"
чиқтоw,"петь, чирикать (о птичке ""чақак"")"
чиҷуктоw,"задевать, стукать, бить"
чӣптоw,"чирикать, щебетать (о птенцах куропатки)"
чӣғдоw,"чирикать, щебетать (о куропатке)"
чӣқтоw,"чирикать, щебетать"
чоқу̊нтоw,"разрывать, вспарывать, анатомировать"
чуктоw,"ударять, бить"
ҷуктоw,"ударять, бить"
чуктоw,"мельчить, дробить; раскалывать; крошить"
ҷуктоw,"мельчить, дробить; раскалывать; крошить"
чуктоw,"топать, стучать"
ҷуктоw,"топать, стучать"
чуктоw,"забивать, вбивать"
ҷуктоw,"забивать, вбивать"
чуктоw,"задевать, прорабатывать, критиковать"
ҷуктоw,"задевать, прорабатывать, критиковать"
чуптоw,"мазать, белить"
чуптоw,"чирикать, петь; пищать, издавать звуки (о птицах)"
чу̊ктоw,"раскладывать кусками, накладывать комочками (чаще густое пахтанье)"
чу̊ктоw,"капать, накапывать; брызгать"
шандентоw,"смешить, заставлять смеяться"
шапу̊нтоw,"ударять; бить, избивать"
шапу̊нтоw,"жрать, лопать"
шапу̊нтоw,"хватать, хапать"
ших̌тоw,испражняться
ших̌тоw,"трусить, бояться"
шӣнтоw,"смеяться, хохотать"
шӣнтоw,"смеяться над кем-л., подсмеиваться, насмехаться, осмеивать, высмеивать"
шêбдоw,"размачивать, размягчать в воде; разводить, размешивать в воде"
шêбтоw,"размачивать, размягчать в воде; разводить, размешивать в воде"
шêптоw,"размачивать, размягчать в воде; разводить, размешивать в воде"
шêбдоw,мыть; стирать
шêбтоw,мыть; стирать
шêптоw,мыть; стирать
шêбдоw,"неразборчиво писать, писать каракулями; царапать"
шêбтоw,"неразборчиво писать, писать каракулями; царапать"
шêптоw,"неразборчиво писать, писать каракулями; царапать"
шêбдоw,"жрать, лопать; тратить, расходовать"
шêбтоw,"жрать, лопать; тратить, расходовать"
шêптоw,"жрать, лопать; тратить, расходовать"
шинêбтоw,"шутить; дразнить, донимать"
шинêптоw,"шутить; дразнить, донимать"
шинêδдоw,"топить, окунать; затоплять"
шипақтоw,щелкать (напр. языком)
ширӣптоw,"вариться, кипеть, булькать; бродить (о густом пахтанье)"
ширӣптоw,густеть (о пахтанье)
ширêптоw,"заставлять бродить; кипятить, варить (о пахтанье)"
шитахтоw,"тарахтеть, грохотать"
шитақтоw,"щелкать, чмокать (языком); чавкать"
шитақтоw,"петь, свистеть, чирикать, щебетать (о воробье)"
шитуртоw,громко испускать ветры
шитуртоw,"кричать, горланить, орать"
шифақтоw,"хныкать, ныть; всхлипывать, плакать навзрыд"
шифиқтоw,"хныкать, ныть; всхлипывать, плакать навзрыд"
шиқабтоw,ехидничать
шиқаптоw,ехидничать
шиқатбоw,ехидничать
шиқартоw,"отряхиваться, взъерошивать перышки"
ғӣвдоw,совокупляться
ғартоw,"ворчать, кричать"
ғарθтоw,лаять
ғурθтоw,лаять
ғāнтоw,"кричать, реветь (об осле)"
ғибих̌тоw,"кончаться, заканчиваться (о вязании)"
ғибих̌тоw,прекращать рост; оставаться на одном и том же уровне
ғимêх̌тоw,"жевать, разжевывать; грызть"
ғимух̌тоw,"жевать, разжевывать; грызть"
ғимêх̌тоw,"критиковать, задевать"
ғимух̌тоw,"критиковать, задевать"
ғирицтоw,скрипеть
ғирицтоw,"жевать, разжевывать, грызть (издавая характерные звуки)"
ғиричтоw,свистеть; скулить
ғирӣчтоw,свистеть; скулить
ғиричтоw,"скрипеть, издавать скрип; скрежетать"
ғирӣчтоw,"скрипеть, издавать скрип; скрежетать"
ғиричтоw,чирикать
ғирӣчтоw,чирикать
ғирстоw,"бродить, ходить туда-сюда; мотаться"
ғӣнцтоw,ржать; фыркать (о лошади)
ғӣнӡдоw,ржать; фыркать (о лошади)
ғӣчтоw,чирикать
ғӣɣ̌ӡдоw,"скулить, выть (о собаке)"
ғунцтоw,"ворчать, кричать"
ғуртоw,гудеть; грохотать
ғурздоw,бормотать; ворчать
ғурɣ̌доw,лаять; рычать; ворчать (прям. и перен.)
ғутоw,"гоготать (о гусях), кудахтать, крякать (о курах, утках и уларах)"
ғуттоw,"гоготать (о гусях), кудахтать, крякать (о курах, утках и уларах)"
ғутоw,"сердито бормотать, ворчать, бурчать"
ғуттоw,"сердито бормотать, ворчать, бурчать"
ғу̊ртоw,"греметь, грохотать; гудеть"
ɣ̌алтоw,"лязгать, звенеть, греметь"
ɣ̌алентоw,"звенеть, лязгать; громыхать"
ɣ̌алу̊нтоw,звенеть
ɣ̌алу̊нтоw,"звонко петь, заливаться"
ɣ̌ӣштоw,лаять (о собаке)
ɣ̌ӣштоw,браниться
ɣ̌ӣштоw,"звенеть, трещать от холода"
ɣ̌ибу̊нгтоw,"бить, колотить"
ɣ̌иму̊ӡдоw,"замуровывать, замазывать глиной, тестом"
ɣ̌имӣйдоw,"замуровывать, замазывать глиной, тестом"
ɣ̌ӣбтоw,"брызгать, разбрызгивать; разбрасывать; рассыпать; разливать; выплескивать"
ɣ̌ӣптоw,"брызгать, разбрызгивать; разбрасывать; рассыпать; разливать; выплескивать"
ɣ̌ӣфтоw,"брызгать, разбрызгивать; разбрасывать; рассыпать; разливать; выплескивать"
ɣ̌олтоw,"разбрызгивать, брызгать; опрыскивать"
ɣ̌у̊лтоw,"разбрызгивать, брызгать; опрыскивать"
қартоw,каркать (о вороне)
қāғдоw,кудахтать; каркать
қефтоw,"лететь, пускаться в полет"
қалāптоw,искать
қилāптоw,искать
қалāптоw,"возиться, работать"
қилāптоw,"возиться, работать"
қирθтоw,"тяжело дшать; вздыхать, охать"
қитоw,хихикать исподтишка
қиттоw,хихикать исподтишка
қистоw,"скрипеть, скрежетать"
қӣwдоw,"звать, кликать; вызывать; приглашать"
қӣwтоw,"звать, кликать; вызывать; приглашать"
қӣwдоw,кричать
қӣwтоw,кричать
қӣwдоw,называть; прозывать; именовать
қӣwтоw,называть; прозывать; именовать
қӣждоw,хрипеть
қӣждоw,"ныть, плакать, рыдать"
қуждоw,"издавать звуки при глотании, булькать; хрипеть"
қултоw,"урчать, бурчать, булькать"
қултоw,сбивать масло
қумбтоw,ворковать (о голубях)
қумтоw,ворковать (о голубях)
қуртоw,"бурлить, урчать (напр., в животе)"
қуртоw,квакать
қустоw,шептать; говорить тихо; мямлить
қутоw,кудахтать; кукарекать
қуттоw,кудахтать; кукарекать
қу̊рθтоw,издавать отрывистый звук; урчать; храпеть; хрипеть
қу̊рштоw,храпеть
қурштоw,храпеть
қу̊рштоw,"глухо кашлять, хрипло кашлять"
қурштоw,"глухо кашлять, хрипло кашлять"
ҷағдоw,"плакать, рыдать"
ҷағдоw,"кричать, орать; шуметь"
ҷāктоw,лаять
ҷақтоw,лаять
ҷāктоw,"орать, кричать"
ҷақтоw,"орать, кричать"
ҷāктоw,быть очень холодным (о помещении)
ҷақтоw,быть очень холодным (о помещении)
ҷирдоw,"чирикать, петь"
ҷиртоw,"чирикать, петь"
ҷирангтоw,звенеть
ҷирағдоw,"рыдать, вопить, плакать"
ҷирақтоw,лаять; ворчать
ҷирақтоw,реветь
ҷирêwдоw,петь
ҷирêwтоw,петь
ҷӣғдоw,кудахтать; чирикать
чуктоw,"бить, вбивать, забивать; отбивать, ударять; толочь"
ҷуктоw,"бить, вбивать, забивать; отбивать, ударять; толочь"
чуктоw,"стукать(ся), врезать(ся)"
ҷуктоw,"стукать(ся), врезать(ся)"
ҷумбтоw,"качаться, колебаться, трястись, дрожать (о неодушевленных предметах)"
ҷумтоw,"качаться, колебаться, трястись, дрожать (о неодушевленных предметах)"
ҷумбентоw,"двигать, шевелить, качать, раскачивать, колыхать, трясти"
ҷунбентоw,"двигать, шевелить, качать, раскачивать, колыхать, трясти"
бирнêɣ̌доw,"размахиваться, махать, замахиваться"
биwентоw,"трясти плодовые деревья (рукой, ногой)"
биɣ̌ентоw,"трясти плодовые деревья (рукой, ногой)"
видоw,"быть, существовать; быть в наличии, иметься"
видоw,"быть, находиться, присутствовать"
видоw,"быть, происходить, случаться"
видоw,(тк. перфектная форма) 3-е л.: оказывается
видоw,"(глагол-связка) быть, являться"
видоw,употребляется как вспомогательный глагол в описательном преждепрошедшем перфекте
wиδиртоw,"держаться, выдерживать; быть прочным, постоянным"
чӣдоw,"делать, поступать (определенным образом); заниматься чем-л."
чӣдоw,"делать, изготовлять, производить; создавать; выполнять, устраивать (что-л.)"
чӣдоw,делать что-л. чем-л.; превращать
чӣдоw,строить
чӣдоw,"приготовлять; заготовлять; справлять, собирать"
чӣдоw,"варить, готовить; печь"
чӣдоw,класть; помещать; сыпать; лить
чӣдоw,"одевать, надевать"
чӣдоw,"делать, выбирать, избирать (кем-л.); назначать"
чӣдоw,"(противоп. сāw:сут) вспомогательный глагол, образующий сложноименные глаголы, преимущественно активного (переходного) и реже среднего (непереходного) значения"
чӣдоw,сост. часть сложных глаголов
нêδдоw,"сажать, усаживать (кого-л.)"
нêстоw,"сажать, усаживать (кого-л.)"
нêδдоw,сажать (растения)
нêстоw,сажать (растения)
нêδдоw,ставить; устанавливать
нêстоw,ставить; устанавливать
нêδдоw,ставить (отметку)
нêстоw,ставить (отметку)
нêδдоw,"устраивать, пристраивать кого-л."
нêстоw,"устраивать, пристраивать кого-л."
рих̌тоw,"рыть, копать; подкапывать, подрывать"
рих̌тоw,"снимать (урожай); срывать, собирать (плоды)"
рих̌тоw,"клеветать, наговаривать"
тахтоw,трясти плодовые деревья
вӣдоw,"приносить, приводить, привозить"
вӣдоw,"переводить; переносить, перевозить; перегонять"
вӣдоw,"приглашать, звать (в гости)"
вӣдоw,"жениться, брать в жены"
вӣдоw,"рожать; давать, приносить приплод; нести яйца"
вӣдоw,"тк. формы шб. ва, ваҳ и сокр. 2-е л. мн. ч. наст. ш. вет: ну(-ка), давай(-ка)"
wӣнтоw,"видеть, замечать"
wӣнтоw,"видеться, встречаться"
бедоw,"исчезать, пропадать; теряться"
бедоw,уходить; отправляться
бедоw,умирать
цирафстоw,"Жечь, обжигать (при описании жгучей боли, например, от ожога)"
цирафстоw,Мучиться от чего-то
wизу̊нтоw,"предполагать, считать"
бӣфтоw,годиться; быть возможным
бӣфтоw,"быть в состоянии, мочь"
бӣфтоw,(тк. в форме 3-го л. ед. ч. *бофт*): можно; пожалуйста
аwӣдоw,"ложиться, укладываться, разваливаться (чаще о животных)"
аɣ̌ӣдоw,"ложиться, укладываться, разваливаться (чаще о животных)"
аwӣдоw,"никнуть к земле, стелиться (о растениях)"
аɣ̌ӣдоw,"никнуть к земле, стелиться (о растениях)"
аwӣдоw,"рассаживаться, разваливаться (о человеке)"
аɣ̌ӣдоw,"рассаживаться, разваливаться (о человеке)"
бағдоw,жужжать (о насекомых)
бāғдоw,блеять (об овце)
зигêртоw,избавлять
зигарентоw,избавлять
рацêθентоw,"удаляться, убегать"
рацêθтоw,"удаляться, убегать"
рицêθентоw,"удаляться, убегать"
рицêθтоw,"удаляться, убегать"
рицêθу̊нтоw,"удаляться, убегать"
зигêртоw,"удирать, спасаться бегством; избавляться"
зигарентоw,"удирать, спасаться бегством; избавляться"
бêғдоw,блеять (об овце)
бидгихтоw,"спотыкаться, запинаться"
бидгихтоw,"запинаться, говорить с заминками"
биδāвдоw,"закрываться (напр., о глазах, рте)"
биδӣвдоw,"закрываться (напр., о глазах, рте)"
биδемтоw,"закрывать (глаза, рот)"
биδемтоw,"спать, засыпать (букв. закрывать свои глаза)"
бижδеɣ̌ӡдоw,"облеплять, прилеплять (маслянистую массу к лучине при изготовлении свечей)"
биждеɣ̌ӡдоw,"облеплять, прилеплять (маслянистую массу к лучине при изготовлении свечей)"
бижδеɣ̌ӡдоw,"сминать, стирать в порошок, изничтожать"
биждеɣ̌ӡдоw,"сминать, стирать в порошок, изничтожать"
ах̌тоw,"часто дышать (от быстрой ходьбы, бега)"
йатоw,"приходить; прибывать, приезжать; возвращаться"
йаттоw,"приходить; прибывать, приезжать; возвращаться"
йатоw,"следовать, наступать, подходить (вслед за чем-л.)"
йаттоw,"следовать, наступать, подходить (вслед за чем-л.)"
йатоw,"(часто в сочетании с ас пиро) встречаться, попадаться, выходить навстречу; показываться"
йаттоw,"(часто в сочетании с ас пиро) встречаться, попадаться, выходить навстречу; показываться"
йатоw,"выходить, получаться"
йаттоw,"выходить, получаться"
йатоw,"вспомогательный глагол, образует сложноименные глаголы"
йаттоw,"вспомогательный глагол, образует сложноименные глаголы"
тахцтоw,"задевать, придираться, приставать"
тихтоw,"задевать, придираться, приставать"
чиҷуктоw,критиковать
чиҷуктоw,"биться, стукаться"
чуктоw,"сталкиваться, ударяться друг о друга"
ҷуктоw,"сталкиваться, ударяться друг о друга"
миздоw,"рубить, мелко резать (напр., лапшу, дрова)"
мӣздоw,"рубить, мелко резать (напр., лапшу, дрова)"
миздоw,"заноситься, строить, корчить из себя кого-л."
мӣздоw,"заноситься, строить, корчить из себя кого-л."
зиwêстоw,выходить
зиwêстоw,"избавляться, освобождаться"
риwêздоw,отправлять самолетом
wуцентоw,"двигаться, шевелиться; качаться"
ах̌ентоw,"трясти, качать; шевелить, двигать"
лақентоw,качаться
ҷумбентоw,качаться
ҷунбентоw,качаться
тêздоw,"отходить, отстраняться; избегать, удаляться"
ағдоw,"кричать, реветь (об осле)"
ағдоw,"громко кричать, орать"
пидвӣнтоw,"(кауз. к пидвӣс: пидвӯст) соединять, вправлять, сращивать, связывать (о членах тела)"
пидвӣстоw,"(кауз. к пидвӣс: пидвӯст) соединять, вправлять, сращивать, связывать (о членах тела)"
пидвиθтоw,"срастаться, соединяться, становиться на место ( о членах тела)"
пидвистоw,"срастаться, соединяться, становиться на место ( о членах тела)"
аɣ̌êздоw,укладывать спать
аɣ̌êздоw,"придавливать, приминать"
аɣ̌êздоw,"давать отдыхать, давать покой (животным)"
нах̌тӣдоw,"выходить (в разн. знач. извне, откуда-л., из чего-л.)"
нах̌тӣдоw,"возникать, появляться, объявляться"
нах̌тӣдоw,"объявляться, заявляться, прибывать"
нах̌тӣдоw,добираться
нах̌тӣдоw,выходить из печати
нах̌тӣдоw,"выходить, получаться в итоге (при подсчете, взвешивании)"
нах̌тӣдоw,"оказываться, обнаруживаться"
нах̌тӣдоw,"оканчиваться, проходить, быть на исходе (о времени)"
нах̌тӣдоw,уходить (от мужа)
анҷӣвдоw,"держать себя, держаться"
инҷӣвдоw,"держать себя, держаться"
зидарδентоw,"рваться, разрываться; обрываться, отрываться"
них̌êптоw,качаться
пиδембтоw,прилеплять; прилаживать; прикреплять; присоединять
пиδемтоw,прилеплять; прилаживать; прикреплять; присоединять
пиδембтоw,заражать (болезнью)
пиδемтоw,заражать (болезнью)
тêптоw,"отворачиваться, отказываться; ломаться, крутить-вертеть"
аθêртоw,потягиваться
аθêртоw,"протягивать, вытягивать (руки, ноги)"
фарδихтоw,"валиться, сваливаться, отваливаться; обрушиваться"
фарδихтоw,"обессиливать, оказываться к чему-л. неспособным"
абêх̌т,глотать
абêх̌тоw,глотать
анцӣвдоw,шить
андӣд,"вставать, подниматься"
андӣдоw,"вставать, подниматься"
анду̊здоw,"будить, поднимать"
ангахтоw,"застревать, попадать, вонзаться; заикаться, запинаться"
ангихтоw,"застревать, попадать, вонзаться; заикаться, запинаться"
анҷӣвдоw,"держать, приобретать, овладевать, брать, ловить"
