cyrillic,meaning
ханбен,"закрывать, захлопывать (напр. дверь)"
хӯ,"есть, кушать, съедать; питаться"
хӯ,"расходовать, разбрасывать, тратить"
хӯ,"наслаждаться, кайфовать"
хӯ,"упрекать, наказывать"
хӯ,"вспомогательный глагол, входит в состав ряда сложноименных глаголов"
хāв,"спускаться, слезать, сходить"
хāв,"уменьшаться в объеме; падать, снижаться (об уровне)"
хāв,"закрываться, захлопываться (напр., о двери)"
хāв,"останавливаться, делать привал"
хāв,"соглашаться, слушаться"
хêр,расходовать (на корм)
хêру̊н,"задевать, ранить (чаще о лошади при подковывании)"
хêх̌,"месить, замешивать (тесто, глину)"
хиθ,"потеть, становиться липким (чаще о теле ребенка)"
хир,"чесаться, зудеть, саднить"
хир,"чесаться, зудеть, саднить"
хиш,"трещать, кричать (о сороке)"
хову̊н,"валить; класть, укладывать"
хой,обмолачиваться; измельчаться (о хлебах)
хой,обмолачиваться; измельчаться (о хлебах)
хур,хрипеть; храпеть
ху̊θ,закутывать; укладывать
х̌аδ,"таять, растапливаться; плавиться"
х̌айс,"растягиваться, расширяться"
х̌айсен,"к *х̌айс:хайст*: растягивать, расширять"
х̌айсен,продвигать
х̌афцен,к *х̌офц:х̌овд*: укладывать спать
х̌āч,"качаться; трястись, дрожать; шевелиться"
х̌ӣв,"бить, колотить, избивать"
х̌ӣв,"колотить, трепать шерсть"
х̌ӣв,"сбивать палкой орехи, бить по орешнику палкой"
х̌êw,"саднить, чесаться (о глазах)"
х̌êw,"саднить, чесаться (о глазах)"
х̌êθ,"беречь, оберегать, жалеть"
х̌êз,"шить, зашивать, чинить, штопать"
х̌икӯ,"искать, разыскивать; обыскивать"
х̌икуф,расцветать; распускаться
х̌икуф,"хорошеть, расцветать"
х̌у,"слышать, слушать"
х̌у,"узнавать, обнаруживать"
х̌у,"слушаться, быть послушным"
х̌ипал,"блестеть, сверкать"
х̌ипақ,"щелкать, прищелкивать причмокивать"
х̌ипирêз,"расщеплять, раскалывать, разламывать"
х̌ипирêӡ,"расщеплять, раскалывать, разламывать"
х̌ипирӯй,"расщеплять, раскалывать, разламывать"
х̌ипирêз,делать безукоризненно; выполнять точно
х̌ипирêӡ,делать безукоризненно; выполнять точно
х̌ипирӯй,делать безукоризненно; выполнять точно
х̌ицêw,к *х̌ици:х̌ицод*: замораживать; простуживать
х̌ицêw,к *х̌ици:х̌ицод*: замораживать; простуживать
х̌ицо,"мерзнуть, замерзать; простуживаться"
х̌ичух̌,"резать, отрезать, обрезать; отрубать; отсекать"
х̌ичух̌,"кроить, выкраивать"
х̌ичӣф,"трескаться, лопаться, рваться, разрываться, взрываться"
х̌ичӣф,"изнемогать, разрываться от напряжения"
х̌ичӣф,"сидеть на месте, сидеть спокойно; успокаиваться"
х̌ичӣф,"сидеть молча, сидеть не двигаясь"
х̌ичêф,"к *х̌ичāф:х̌ичӣфт*: разбивать, раскалывать, взрывать"
х̌ичêф,"прореза́ться, расти (о зубах)"
х̌иқāп,"искать, разыскивать, шарить, нащупывать"
х̌иқāп,"болтать, говорить впустую, разглагольствовать"
х̌êй,читать
х̌êй,читать
х̌êй,"учиться, заниматься; учить"
х̌êй,"учиться, заниматься; учить"
х̌ов,"спать, засыпать, ночевать; лежать, ложиться"
цāв,кусать (о ядовитых крысах)
цêп,"щупать, трогать, пробовать на ощупь"
цêп,"разузнавать, прощупывать, зондировать почву; проверять, испытывать"
цêх̌,"собирать (щепки, хворос, кизяк)"
ци,"жать, косить"
цир,стрекотать
цирак,"моросить, капать, накрапывать"
цирāв,"саднить, щипать, нащипывать, гореть, жечь, болеть"
цирӯв,"саднить, щипать, нащипывать, гореть, жечь, болеть"
цирāв,"горевать, тосковать, печалиться; скорбеть"
цирӯв,"горевать, тосковать, печалиться; скорбеть"
цирақ,"трещать, потрескивать, хрустеть"
цирақ,"опасаться, побаиваться"
циремб,"жечь, обжигать"
цирем,"жечь, обжигать"
циремб,"огорчать, печалить, причинять душевную боль"
цирем,"огорчать, печалить, причинять душевную боль"
циру̊х,"повреждать, царапать, задевать"
циру̊х,"огорчать, расстраивать, задевать"
циру̊х,"обманывать, одурачивать"
циф,"красть, воровать, похищать"
циф,"задерживать, приостанавливать"
цӣп,чирикать; пищать
цӣп,"трогаться с места, шевелиться"
цӣғ,"свистеть; пищать, скулить"
цӣқ,"чирикать, щебетать (о воробьях)"
цуп,"чмокать, причмокивать (губами), чавкать"
цуп,"подзывать животных звуком, издаваемым при помощи губ, чмоканьем губ"
цур,"шуршать, шелестеть; царапаться"
цур,"капать, моросить, шуршать (напр., об осадках)"
цурθ,"издавать свис, издавать свистящий звук"
цуқ,"щелкать, прищелкивать"
цу̊в,"выдергивать, дергать, щипать, рвать (редкие травинки)"
ӡêғ,блеять (о козе)
ӡил,"бормотать, ворчать"
ӡир,"петь, щебетать, чирикать (о воробьях)"
ӡирɣ̌,"шуметь, звенеть (о струе молока при доении)"
ӡирɣ̌,"шуметь (о чайнике); закипать, бурлить"
ӡиқ,хныкать
ӡиғ,скулить; пищать
ӡиғ,"свистеть; пиликать, издавать писклявые звуки"
ӡӣɣ̌ӡ,"ныть, тихо плакать, хныкать"
ӡуғ,"бормотать, шептать; ворчать"
чик,капать; течь
чакен,"вынимать капли, проливать каплями; брызгать, разбрызгивать"
чаку̊н,"закапывать, капать; разливать (тягучую жидкость) крупными каплями"
чал,"журчать, бурлить, булькать"
чал,сбивать масло
чал,"нравиться, приходиться по вкусу, по нраву (только в отрицательной форме)"
чап,чавкать; чмокать
чоп,чавкать; чмокать
чару̊н,пасти
чарҷиф,карабкаться
чаф,"кричать, пищать (о нурке)"
чақ,"кричать, свистеть (о сурке)"
чӣн,"копать, раскапывать, рыть"
чӣн,"выкалывать, ковырять; выкорчевывать, выкапывать"
чӣн,"выписывать, снимать с учета; заменять"
чāп,"мазать, замазывать"
чоп,"мазать, замазывать"
чāп,возиться в грязи; шлепать по грязи
чоп,возиться в грязи; шлепать по грязи
чāп,"впитывать (влагу); вбирать, втягивать"
чоп,"впитывать (влагу); вбирать, втягивать"
чемб,"хотеть, соглашаться"
чем,"хотеть, соглашаться"
чêw,"чесать, расчесывать"
чêw,"чесать, расчесывать"
чêw,"чесать, устранять зуд"
чêw,"чесать, устранять зуд"
чêк,"капать, наполнять каплями; брызгать, разбрызгивать; проливать каплями"
чêк,раскладывать комочками (что-л. густое)
чêку̊н,"капать, наливать каплями; брызгать каплями"
чêр,пахать
чилап,чавкать
чилāп,"хлюпать, шлепать по грязи"
чилāп,бултыхать(ся)
чинêрθ,"тяжело дышать, пыхтеть"
чинāрθ,"тяжело дышать, пыхтеть"
чирах,"греметь, грохотать; скрипеть, издавать звук"
чирақ,"издавать отрывистые звуки, скрипеть"
чирақ,"кричать, пищать (о сурке)"
чириқ,чирикать
чирӣқ,чирикать
чирӣқ,"кричать, орать"
чӯх̌,"смотреть, глядеть"
чӯх̌,"видеть, обнаруживать, замечать"
чӯх̌,"заботиться, присматривать, смотреть, ухаживать; наблюдать, следить"
чӯх̌,"искать, смотреть"
чӯх̌,"проверять, смотреть, просматривать"
чӯх̌,"смотреть, думать, рассуждать, взвешивать"
чӯх̌,в IMPER форме: слушать
чӯх̌,ждать
чӯх̌,"в качестве вспомогательного глагола, напр., хотир чӣх̌тоw заботиться; почитать, уважать; чорā чӣх̌тоw наказывать"
чиғ,"курлыкать, петь, издавать характерные звуки (о птицах)"
чиқ,"петь, чирикать (о птичке ""чақак"")"
чиҷук,"задевать, стукать, бить"
чӣп,"чирикать, щебетать (о птенцах куропатки)"
чӣғ,"чирикать, щебетать (о куропатке)"
чӣқ,"чирикать, щебетать"
чоқу̊н,"разрывать, вспарывать, анатомировать"
чуп,"мазать, белить"
чуп,"чирикать, петь; пищать, издавать звуки (о птицах)"
чу̊к,"раскладывать кусками, накладывать комочками (чаще густое пахтанье)"
чу̊к,"капать, накапывать; брызгать"
шанден,"смешить, заставлять смеяться"
шапу̊н,"ударять; бить, избивать"
шапу̊н,"жрать, лопать"
шапу̊н,"хватать, хапать"
шух̌,испражняться
шух̌,"трусить, бояться"
шӣн,"смеяться, хохотать"
шӣн,"смеяться над кем-л., подсмеиваться, насмехаться, осмеивать, высмеивать"
шêб,"размачивать, размягчать в воде; разводить, размешивать в воде"
шêб,"размачивать, размягчать в воде; разводить, размешивать в воде"
шêп,"размачивать, размягчать в воде; разводить, размешивать в воде"
шêб,мыть; стирать
шêб,мыть; стирать
шêп,мыть; стирать
шêб,"неразборчиво писать, писать каракулями; царапать"
шêб,"неразборчиво писать, писать каракулями; царапать"
шêп,"неразборчиво писать, писать каракулями; царапать"
шêб,"жрать, лопать; тратить, расходовать"
шêб,"жрать, лопать; тратить, расходовать"
шêп,"жрать, лопать; тратить, расходовать"
шинêб,"шутить; дразнить, донимать"
шинêп,"шутить; дразнить, донимать"
шинêδ,"топить, окунать; затоплять"
шипақ,щелкать (напр. языком)
ширӣп,"вариться, кипеть, булькать; бродить (о густом пахтанье)"
ширӣп,густеть (о пахтанье)
ширêп,"заставлять бродить; кипятить, варить (о пахтанье)"
шитах,"тарахтеть, грохотать"
шитақ,"щелкать, чмокать (языком); чавкать"
шитақ,"петь, свистеть, чирикать, щебетать (о воробье)"
шитур,громко испускать ветры
шитур,"кричать, горланить, орать"
шифақ,"хныкать, ныть; всхлипывать, плакать навзрыд"
шифиқ,"хныкать, ныть; всхлипывать, плакать навзрыд"
шиқаб,ехидничать
шиқап,ехидничать
шиқар,"отряхиваться, взъерошивать перышки"
ғӣв,совокупляться
ғар,"ворчать, кричать"
ғарθ,лаять
ғурθ,лаять
ғāн,"кричать, реветь (об осле)"
ғимêх̌,"жевать, разжевывать; грызть"
ғимух̌,"жевать, разжевывать; грызть"
ғимêх̌,"критиковать, задевать"
ғимух̌,"критиковать, задевать"
ғириц,скрипеть
ғириц,"жевать, разжевывать, грызть (издавая характерные звуки)"
ғирич,свистеть; скулить
ғирич,"скрипеть, издавать скрип; скрежетать"
ғирич,чирикать
ғирс,"бродить, ходить туда-сюда; мотаться"
ғӣнц,ржать; фыркать (о лошади)
ғӣнӡ,ржать; фыркать (о лошади)
ғӣнӡ,ржать; фыркать (о лошади)
ғӣч,чирикать
ғӣɣ̌ӡ,"скулить, выть (о собаке)"
ғунц,"ворчать, кричать"
ғур,гудеть; грохотать
ғурз,бормотать; ворчать
ғурɣ̌,лаять; рычать; ворчать (прям. и перен.)
ғу,"гоготать (о гусях), кудахтать, крякать (о курах, утках и уларах)"
ғут,"гоготать (о гусях), кудахтать, крякать (о курах, утках и уларах)"
ғу,"сердито бормотать, ворчать, бурчать"
ғут,"сердито бормотать, ворчать, бурчать"
ғу̊р,"греметь, грохотать; гудеть"
ɣ̌ал,"лязгать, звенеть, греметь"
ɣ̌ален,"звенеть, лязгать; громыхать"
ɣ̌алу̊н,звенеть
ɣ̌алу̊н,"звонко петь, заливаться"
ɣ̌ӣш,лаять (о собаке)
ɣ̌ӣш,браниться
ɣ̌ӣш,"звенеть, трещать от холода"
ɣ̌ибу̊нг,"бить, колотить"
ɣ̌имӯй,"замуровывать, замазывать глиной, тестом"
ɣ̌ӣб,"брызгать, разбрызгивать; разбрасывать; рассыпать; разливать; выплескивать"
ɣ̌ӣп,"брызгать, разбрызгивать; разбрасывать; рассыпать; разливать; выплескивать"
ɣ̌ӣф,"брызгать, разбрызгивать; разбрасывать; рассыпать; разливать; выплескивать"
ɣ̌ол,"разбрызгивать, брызгать; опрыскивать"
ɣ̌у̊л,"разбрызгивать, брызгать; опрыскивать"
қар,каркать (о вороне)
қāғ,кудахтать; каркать
қеф,"лететь, пускаться в полет"
қалāп,искать
қилпā,искать
қалāп,"возиться, работать"
қилпā,"возиться, работать"
қи,хихикать исподтишка
қит,хихикать исподтишка
қиц,"скрипеть, скрежетать"
қӣw,"звать, кликать; вызывать; приглашать"
қӣw,"звать, кликать; вызывать; приглашать"
қӣw,кричать
қӣw,кричать
қӣw,называть; прозывать; именовать
қӣw,называть; прозывать; именовать
қӣж,хрипеть
қӣж,"ныть, плакать, рыдать"
қуж,"издавать звуки при глотании, булькать; хрипеть"
қул,"урчать, бурчать, булькать"
қул,сбивать масло
қумб,ворковать (о голубях)
қум,ворковать (о голубях)
қур,"бурлить, урчать (напр., в животе)"
қур,квакать
қус,шептать; говорить тихо; мямлить
қу,кудахтать; кукарекать
қут,кудахтать; кукарекать
қу̊рθ,издавать отрывистый звук; урчать; храпеть; хрипеть
қу̊рш,храпеть
қурш,храпеть
қу̊рш,"глухо кашлять, хрипло кашлять"
қурш,"глухо кашлять, хрипло кашлять"
ҷағ,"плакать, рыдать"
ҷағ,"кричать, орать; шуметь"
ҷақ,лаять
ҷақ,"орать, кричать"
ҷақ,быть очень холодным (о помещении)
ҷир,"чирикать, петь"
ҷиранг,звенеть
ҷирағ,"рыдать, вопить, плакать"
ҷирақ,лаять; ворчать
ҷирақ,реветь
ҷирêw,петь
ҷирêw,петь
ҷӣғ,кудахтать; чирикать
чук,"бить, вбивать, забивать; отбивать, ударять; толочь"
ҷук,"бить, вбивать, забивать; отбивать, ударять; толочь"
чук,"стукать(ся), врезать(ся)"
ҷук,"стукать(ся), врезать(ся)"
ҷумб,"качаться, колебаться, трястись, дрожать (о неодушевленных предметах)"
ҷум,"качаться, колебаться, трястись, дрожать (о неодушевленных предметах)"
ҷумбен,"двигать, шевелить, качать, раскачивать, колыхать, трясти"
ҷунбен,"двигать, шевелить, качать, раскачивать, колыхать, трясти"
барнêɣ̌,"размахиваться, махать, замахиваться"
бирнêɣ̌,"размахиваться, махать, замахиваться"
биwен,"трясти плодовые деревья (рукой, ногой)"
биɣ̌ен,"трясти плодовые деревья (рукой, ногой)"
ву,"быть, существовать; быть в наличии, иметься"
ву,"быть, существовать; быть в наличии, иметься"
ву,"быть, находиться, присутствовать"
ву,"быть, находиться, присутствовать"
ву,"быть, происходить, случаться"
ву,"быть, происходить, случаться"
ву,(тк. перфектная форма) 3-е л.: оказывается
ву,(тк. перфектная форма) 3-е л.: оказывается
ву,"(глагол-связка) быть, являться"
ву,"(глагол-связка) быть, являться"
ву,употребляется как вспомогательный глагол в описательном преждепрошедшем перфекте
ву,употребляется как вспомогательный глагол в описательном преждепрошедшем перфекте
wиδир,"держаться, выдерживать; быть прочным, постоянным"
пиδир,"держаться, выдерживать; быть прочным, постоянным"
чӯ,"делать, поступать (определенным образом); заниматься чем-л."
чӯ,"делать, изготовлять, производить; создавать; выполнять, устраивать (что-л.)"
чӯ,делать что-л. чем-л.; превращать
чӯ,строить
чӯ,"приготовлять; заготовлять; справлять, собирать"
чӯ,"варить, готовить; печь"
чӯ,класть; помещать; сыпать; лить
чӯ,"одевать, надевать"
чӯ,"делать, выбирать, избирать (кем-л.); назначать"
чӯ,"(противоп. сāw:сут) вспомогательный глагол, образующий сложноименные глаголы, преимущественно активного (переходного) и реже среднего (непереходного) значения"
чӯ,сост. часть сложных глаголов
муф,"(тк. в форме 3 л. прет. и перф.) слабо́, где уж"
муф,"(тк. в форме 3 л. прет. и перф.) слабо́, где уж"
нêδ,"сажать, усаживать (кого-л.)"
нос,"сажать, усаживать (кого-л.)"
нêδ,сажать (растения)
нос,сажать (растения)
нêδ,ставить; устанавливать
нос,ставить; устанавливать
нêδ,ставить (отметку)
нос,ставить (отметку)
нêδ,"устраивать, пристраивать кого-л."
нос,"устраивать, пристраивать кого-л."
паɣ̌,"свистеть, шуметь, дуть со свистом; литься со свистом, с шумом"
пиɣ̌,"свистеть, шуметь, дуть со свистом; литься со свистом, с шумом"
рух̌,"рыть, копать; подкапывать, подрывать"
рух̌,"снимать (урожай); срывать, собирать (плоды)"
рух̌,"клеветать, наговаривать"
тах,трясти плодовые деревья
вӯ,"приносить, приводить, привозить"
вӯ,"переводить; переносить, перевозить; перегонять"
вӯ,"приглашать, звать (в гости)"
вӯ,"жениться, брать в жены"
вӯ,"рожать; давать, приносить приплод; нести яйца"
вӯ,"тк. формы шб. ва, ваҳ и сокр. 2-е л. мн. ч. наст. ш. вет: ну(-ка), давай(-ка)"
wӣн,"видеть, замечать"
wӣн,"видеться, встречаться"
бе,"исчезать, пропадать; теряться"
бе,уходить; отправляться
бе,умирать
цирӯв,"Жечь, обжигать (при описании жгучей боли, например, от ожога)"
цирӯв,Мучиться от чего-то
бӣф,годиться; быть возможным
бӣф,"быть в состоянии, мочь"
бӣф,(тк. в форме 3-го л. ед. ч. *бофт*): можно; пожалуйста
бағ,жужжать (о насекомых)
бāғ,блеять (об овце)
зигêр,избавлять
зигарен,избавлять
рацêθен,"удаляться, убегать"
рацêθ,"удаляться, убегать"
рицêθен,"удаляться, убегать"
рицêθ,"удаляться, убегать"
рицêθу̊н,"удаляться, убегать"
зигêр,"удирать, спасаться бегством; избавляться"
зигарен,"удирать, спасаться бегством; избавляться"
бêғ,блеять (об овце)
бидгих,"спотыкаться, запинаться"
бидгих,"запинаться, говорить с заминками"
биδāв,"закрываться (напр., о глазах, рте)"
биδӯв,"закрываться (напр., о глазах, рте)"
биδемб,"закрывать (глаза, рот)"
биδем,"закрывать (глаза, рот)"
биδемб,"спать, засыпать (букв. закрывать свои глаза)"
биδем,"спать, засыпать (букв. закрывать свои глаза)"
бижδух̌,"облеплять, прилеплять (маслянистую массу к лучине при изготовлении свечей)"
биждух̌,"облеплять, прилеплять (маслянистую массу к лучине при изготовлении свечей)"
бижδух̌,"сминать, стирать в порошок, изничтожать"
биждух̌,"сминать, стирать в порошок, изничтожать"
ах̌,"часто дышать (от быстрой ходьбы, бега)"
йа,"приходить; прибывать, приезжать; возвращаться"
йа,"следовать, наступать, подходить (вслед за чем-л.)"
йа,"(часто в сочетании с ас пиро) встречаться, попадаться, выходить навстречу; показываться"
йа,"выходить, получаться"
йа,"вспомогательный глагол, образует сложноименные глаголы"
чиҷук,критиковать
чиҷук,"биться, стукаться"
миз,"рубить, мелко резать (напр., лапшу, дрова)"
мӣз,"рубить, мелко резать (напр., лапшу, дрова)"
миз,"заноситься, строить, корчить из себя кого-л."
мӣз,"заноситься, строить, корчить из себя кого-л."
зиwос,выходить
зиwос,"избавляться, освобождаться"
риwêз,отправлять самолетом
wуцен,"двигаться, шевелиться; качаться"
ах̌ен,"трясти, качать; шевелить, двигать"
лақен,качаться
ҷумбен,качаться
ҷунбен,качаться
тêз,"отходить, отстраняться; избегать, удаляться"
ағ,"кричать, реветь (об осле)"
ағ,"громко кричать, орать"
пидвӣн,"(кауз. к пидвӣс: пидвӯст) соединять, вправлять, сращивать, связывать (о членах тела)"
пидвӣθ,"срастаться, соединяться, становиться на место ( о членах тела)"
пидвӯс,"срастаться, соединяться, становиться на место ( о членах тела)"
аɣ̌êз,укладывать спать
аɣ̌êз,"придавливать, приминать"
аɣ̌êз,"давать отдыхать, давать покой (животным)"
анҷӯв,"держать себя, держаться"
инҷӯв,"держать себя, держаться"
зидарδен,"рваться, разрываться; обрываться, отрываться"
них̌êп,качаться
пиδемб,прилеплять; прилаживать; прикреплять; присоединять
пиδем,прилеплять; прилаживать; прикреплять; присоединять
пиδемб,заражать (болезнью)
пиδем,заражать (болезнью)
тêб,"отворачиваться, отказываться; ломаться, крутить-вертеть"
тêп,"отворачиваться, отказываться; ломаться, крутить-вертеть"
аθêр,потягиваться
аθêр,"протягивать, вытягивать (руки, ноги)"
фарδих,"валиться, сваливаться, отваливаться; обрушиваться"
фарδих,"обессиливать, оказываться к чему-л. неспособным"
абох̌,глотать
анцӯв,шить
андӯй,"вставать, подниматься"
анду̊з,"будить, поднимать"
ангах,"застревать, попадать, вонзаться; заикаться, запинаться"
ангих,"застревать, попадать, вонзаться; заикаться, запинаться"
анҷӯв,"приниматься, браться"
анҷӯв,"держать, приобретать, овладевать, брать, ловить"
аррух̌,"подниматься, стараться подняться, силиться подняться; вытягиваться в высоту, подниматься на дыбы"
ажêр,"вымачивать, размачивать"
ағ,кричать (об осле)
аɣ̌ӯй,лежать (о скоте)
аɣ̌êз,уложить (скотину)
аθêр,"протягивать, передавать из рук в руки"
бӣф,"быть возможным, быть в состоянии, мочь"
бāғ,жужжать
бе,"пропадать, исчезать, гибнуть"
бêғ,блеять (о мелком рогатом скоте)
биδӯв,закрываться (о глазах)
биδем,закрывать (глаза)
бинêс,"губить, уничтожать, терять, утратить"
бирêw,отнимать ребенка от груди
биру,отнимать ребенка от груди
бирох̌,пить
брох̌,пить
бирнêɣ̌,"размахивать, махать, замахиваться"
бих̌чӯ,"черпать, зачерпывать (жидкость, зерно)"
бизӣ,"помещать, загонять (ско, домашнюю птицу)"
биɣ̌ен,трясти деревья
бêх̌,"играть (в мяч, кости, чижа); качаться (на качелях)"
бох̌,посылать
бу̊ғ,мычать
чак,капать
чак,"запирать, останавливать воду"
чак,заставить верблюда опуститься на колени
чак,останавливаться (о воде)
чакку̊н,"капать, заставлять капать"
чӣн,"рыть, копать (землю)"
чап,"чавкать, шлепать по грязи"
чару̊н,пасти
чêк,"капать, стекать"
чêку̊н,"капать, заставлять капать, выжимать"
чем,соглашаться; хотеть
цêп,"щупать, трогать"
чêр,пахать
чêw,чесать
чӯ,чесать
ци,жать (косить)
циф,"красть, воровать"
чилāп,"хлюпать, шлепать по грязи"
цирӯв,"жечь, саднить"
цирак,моросить
чӯх̌,"смотреть, глядеть, присматривать; блюсти, беречь; зависеть"
чук,"топать; шлепать; ударять, бить"
δик,лизать
δӯ,иметь (только в сочетаниях)
δӯй,иметь (только в сочетаниях)
де,"входить, вступать"
дê,"гнать, пускать (о воде, о скоте)"
дӣ,"гнать, пускать (о воде, о скоте)"
δо,бить
δо,"пуститься, броситься"
дивен,веять хлеб
дивих̌,"показывать, показываться, казаться"
диwен,"гнать, погонять, скакать"
δӯв,"собирать, срывать"
δӯй,доить
фал,"смотреть пристально, уставиться на кого-нибудь, смотреть ожидая, ждать"
фāм,"понимать, знать, уметь"
фāму̊н,"выяснять, объяснять"
фарх,"хрипеть, храпеть"
фас,сморкаться
фах̌,"тяжело дышать, задыхаться"
фирӣп,"достигать, поспевать"
фрӣп,"достигать, поспевать"
фирêп,"доставлять, присылать"
фирӯ,полоскать
фишеɣ̌з,выжимать
фор,хотеться
фур,хлебать
фурх,"хрипеть, храпеть"
фус,"втягивать носом, вдыхать носом"
фух̌,тяжело дышать
гāх̌,"вращаться, превращаться, обращаться"
гарδен,"вращать, поворачивать, переворачивать"
гӣр,соглашаться
кар,"скрестись, шуршать"
кêх,кашлять
чӯ,делать
кирӯс,"скоблить, выскребывать"
кирêх̌,"передвигать, раздвигать"
кирӯй,"истекать, вытекать"
коwу̊н,ковырять
лаɣ̌ȥен,"трясти, заставлять дрожать"
лах,стучать
лу̊в,"говорить, петь, называть"
мӯ,умирать
мāw,мяукать
мих̌,мочиться
мол,"мазать, гладить, растирать"
мӣз,"делать, выделывать, обрабатывать"
нӣw,плакать
нах̌фен,"вытаскивать, вынимать, выдергивать"
них̌фен,"вытаскивать, вынимать, выдергивать"
нах̌фӣ,"вывихиваться, выдергиваться"
нах̌тӯй,выходить
наɣ̌ҷӣ,"переходить, проходить"
наɣ̌ȥим,"проводить, доставить"
нêδ,"усаживать, сажать"
нêɣ̌,вращать
ниδӯв,"прилепляться, приклеиваться, приставать"
ниδем,"прилеплять, прибивать"
нигу̊л,"макать, обмакивать (куски хлеба в воде или молоке)"
нимêδ,приготовлять сметану и кислое молоко
нимêй,показываться
нивиш,писать
ниwêз,играть на музыкальных инструментах
нихух̌,разрушаться
них̌цирӯв,щипать
них̌êп,качать колыбель
нихêх̌,разрушать
них̌пӯ,"наступить ногой, придавить, раздавить ногой"
нижêр,"размачивать, вымачивать"
ниғух̌,слушать
нӯс,"сидеть, садиться, пребывать, оставаться, ждать, поджидать"
нêɣ̌,"кружиться (ходить), вращаться, бродить"
палойс,"работать, делать, устраивать"
парδо,продавать
парδу,"гримасничать, дразнить, передразнивать"
паргух̌,"долбить, продырявить, сверлить"
парҷӯв,"брать обратно, получать обратно, отнимать, отбирать"
парwух̌,"соскальзывать, падать в воду с меха для плавания"
парwêх̌,"сталкивать, заставлять падать в воду с меха для плавания"
парwез,"сеять, просеивать"
парwиδ,"забивать, заглушать (о сорняках)"
патêw,"бросать, валить"
паттêw,"бросать, валить"
питêw,"бросать, валить"
питтêw,"бросать, валить"
пāғ,"перенести, перетерпеть (болезнь), переболеть"
печу̊н,"закрывать, укутывать"
пêw,"квасить, заквашивать (молоко)"
пех̌с,"спрашивать, допрашивать, расследовать"
пу,"гнить, портиться, тлеть"
пиδӯв,"начинать, приниматься за..., приставать к..."
пиδем,"прилеплять, прилаживать"
пиδи,зажигать
пиδи,зажигаться
пидwиδ,"засучивать (рукава, штаны)"
пиҷен,"продевать, нанизывать"
пики,выдергивать
пинӯй,"надевать, одевать, одеваться"
пирен,кусать (о животном)
пирех̌,посыпать
пиргух̌,сверлить
пирӯс,"рвать, разрывать"
пирш,чихать
пêх,"вариться, поспевать"
пишу,"утешаться, затихать"
пишêw,"утешать, отвлекать, развлекать"
пити,"выдергивать, вытаскивать, выкапывать (из земли, из стены)"
пих̌êw,"стричь шерсть (козью, овечью, верблюжью)"
пих̌у,"стричь шерсть (козью, овечью, верблюжью)"
пêх,варить
пей,"пасти, заботиться, оберегать"
пуф,дуть
пурх,"прыскать, брызгать водой, набрав ее в рот"
қāғ,кудахтать
қӣw,"звать, кричать"
қурш,храпеть
раф,"трогать, касаться, мешать, вмешиваться, иметь отношение"
рух̌,"рыть, подкапывать, подрывать"
рӣв,сосать матку (о детенышах животных)
рāхс,танцевать
разен,"заставлять падать, осыпать"
рих̌,"падать, осыпаться, выпадать"
рӣɣ̌з,"дрожать, трястись (от холода, страха)"
рêв,давать сосать
рибӯй,"ставить, класть"
рицӯс,убегать
римо,"приказывать, поручать, заставлять, велеть"
ринӯх̌,забывать
ринêw,"дразнить, доводить до слез, заставлять плакать"
ре,"оставаться, отставать, не справляться, переставать"
риwух̌,летать
риwêз,заставлять летать
риwêй,быть голодным
рих̌ê,"нарубить веток, подрезать ветви (не срубая дерева)"
рӯв,"мести, сгребать"
ру̊н,"бросаться, набрасываться (о животных)"
сак,вздрагивать
сик,вздрагивать
шӣн,смеяться
шанден,"смешить, рассмешить"
шух̌,испражняться
су,"отправляться, идти, уходить, уехать, уезжать"
сут,"отправляться, идти, уходить, уехать, уезжать"
сен,поднимать
сêр,"ползти, красться, подкрадываться, подкарауливать"
сêw,"тереть, растирать, молоть зернотеркой"
сифӣ,подниматься
сифен,поднимать
сипӣф,сосать
сипен,"сыпать, насыпать, пересыпать"
сипор,"поручать, вручать"
ширӣп,"вариться, бродить, кипеть (о пахтанье)"
ширêп,"заставлять бродить, кипятить, варить (о пахтанье)"
сиру,"отделять, отбирать, разнимать"
ситêп,"мешать, размешивать, помешивать, переворачивать (во время жарения)"
тāн,натягивать основу при тканье
тāп,"топтать, уминать, вминать, всовывать"
тақ,"стучать, постукивать"
тāр,убирать нечистоты
тух̌,драться (преимущественно о собаках и др. животных)
тарδен,"стравливать, натравливать"
тӣж,"тянуть, тащить"
тêп,перетирать (руками)
теп,"срезать, нарезать, рубить"
теw,"мешать, размешивать"
тêх̌,"тесать, брить; стругать, чинить (карандаш)"
тêз,"цедить, процеживать"
тӯй,"идти, ехать"
тилāп,"просить, требовать, домогаться; звать"
тилӣп,"просить, требовать, домогаться; звать"
туф,плевать
туқ,"стучать, постукивать"
вӯ,"приносить, привозить, приводить"
ву,быть
видӯй,орошать
вӯс,"вязать, связывать, завертывать"
вирух̌,"ломать, разбивать"
вирух̌,"ломаться, разбиваться"
вирӯ,находить
вирӯй,находить
wӣф,ткать
wарδу̊ȥ,очищать абрикосы от косточек (перед сушкой)
wӣрв,кипеть
wарвен,кипятить
wаш,размахивать руками
wӣх̌,плевать
wāғ,"кричать, реветь"
